회사명,업종명,생산품,주소,연락처,출처파일
(주)광진기계,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 인주면 인주산단로 23-50 ((주)광진기계),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)국림피앤텍,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 선장면 부엉산길 48,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)글로벌소재,그 외 기타 전자부품 제조업 외 1 종,,충청남도 아산시 음봉면 월산로 168-4,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)나디스,그 외 기타 전자부품 제조업 외 1 종,,"충청남도 아산시 신창면 순천향로 22, 순천향대학교 421호 외 1필지",,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)넥스플러스,자동차 엔진용 신품 부품 제조업 외 3 종,,충청남도 아산시 선장면 부엉산길 39 (선장면) 외 1필지,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)뉴엠티,그 외 자동차용 신품 부품 제조업,,충청남도 아산시 음봉면 아산온천로 528-23,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)니프코코리아 아산공장,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 둔포면 아산밸리남로 146,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)다스,그 외 자동차용 신품 부품 제조업,,충청남도 아산시 음봉면 음봉면로30번길 81-35,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)다승,그 외 자동차용 신품 부품 제조업,,충청남도 아산시 인주면 인주로 58-11,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)대성오토텍,그 외 자동차용 신품 부품 제조업,,충청남도 아산시 둔포면 아산호로808번길 11,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)대성호이스트부품,기타 물품 취급장비 제조업,,충청남도 아산시 음봉면 음봉면로30번길 96,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)대신 아산대신공장,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 둔포면 해위안길 72-32,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)대영정밀,자동차용 금속 압형제품 제조업 외 1 종,,충청남도 아산시 인주면 인주산단로 75-27 (대영정밀),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)대유홀딩스,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 탕정면 선문로254번길 12,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)대한인더스트리,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 음봉면 연암산로 62-6,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)도스코,자동차 엔진용 신품 부품 제조업 외 1 종,,충청남도 아산시 둔포면 아산밸리남로110번길 99 (둔포면),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)동국 아산공장,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 둔포면 윤보선로 361-18,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)동성정공,자동차용 금속 압형제품 제조업 외 1 종,,충청남도 아산시 순천향로 664-15 (장존동),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)동양정밀,자동차 차체용 신품 부품 제조업 외 1 종,,충청남도 아산시 영인면 토정로 140,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)동해금속,자동차 차체용 신품 부품 제조업 외 1 종,,충청남도 아산시 선장면 학성로122번길 120 (동해금속),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)동훈산업,자동차용 신품 동력전달장치 제조업 외 2 종,,충청남도 아산시 인주면 현대로 747 ((주)동훈산업) 외 1필지,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)동희,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 서부남로 150 -46(선장면),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)두올,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 신창면 서부남로 611,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)두원,그 외 자동차용 신품 부품 제조업,,충청남도 아산시 음봉면 음봉면로 90,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)두원(제2공장),그 외 자동차용 신품 부품 제조업,,충청남도 아산시 음봉면 음봉면로 82,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)두원공조,그 외 자동차용 신품 부품 제조업,,충청남도 아산시 음봉면 연암율금로 43,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)두원냉기,그 외 자동차용 신품 부품 제조업 외 4 종,,충청남도 아산시 도고면 온천대로222번길 22-5,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)두원냉기,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 월선길 4 -16(영인면) 두원전자(1층),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)두원냉기(음봉공장),그 외 자동차용 신품 부품 제조업,,충청남도 아산시 음봉면 연암율금로 43-1,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)두원전자,그 외 자동차용 신품 부품 제조업,,"충청남도 아산시 월선길 4-16, 외 2필지 (영인면)",,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)두정테크,그 외 자동차용 신품 부품 제조업,,충청남도 아산시 둔포면 해위안길 92,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)드림텍,그 외 자동차용 신품 부품 제조업 외 2 종,,충청남도 아산시 신창면 서부북로 929,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)드림티엔씨,자동차용 신품 조향장치 및 현가 장치 제조업,,충청남도 아산시 신창면 서부북로 929,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)디디디,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 둔포면 봉신로 104-15,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)디디디제2공장,그 외 자동차용 신품 부품 제조업 외 6 종,,"충청남도 아산시 둔포면 봉신로 104-15, (봉재리 195-31번지)",,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)디에스시 2공장,그 외 자동차용 신품 부품 제조업,,충청남도 아산시 신창면 서부남로 653,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)디에스시 아산공장 1공장,그 외 자동차용 신품 부품 제조업,,충청남도 아산시 오목길 14 (신창면),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)디에스시영인,그 외 자동차용 신품 부품 제조업 외 6 종,,충청남도 아산시 영인면 토정로 103 외 2필지,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)디에스아이,그 외 자동차용 신품 부품 제조업,,충청남도 아산시 영인면 월선서길 60,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)디에스티솔루션,자동차용 신품 의자 제조업,,"충청남도 아산시 둔포면 관용로 199-6, 2동 외 1필지",,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)디에이치피,그 외 자동차용 신품 부품 제조업 외 5 종,,충청남도 아산시 영인면 신현로23번길 64-5,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)디엠아이,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 신창면 가내길 86,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)디엠티,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 인주면 인주산단로 123-59,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)디엠티,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 인주면 인주산단로 123-47,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)로만씰,항공기용 부품 제조업 외 1 종,,충청남도 아산시 음봉면 산동로 323-12,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)무창,그 외 자동차용 신품 부품 제조업,,충청남도 아산시 선장면 서부남로 199-28 오로라,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)미래기업,그 외 자동차용 신품 부품 제조업 외 1 종,,충청남도 아산시 서부남로566번길 58 (신창면),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)베이스,그 외 기타 전자부품 제조업 외 1 종,,충청남도 아산시 둔포면 윤보선로336번길 49 (총 2 필지),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)보고이엔지,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 둔포면 운교길126번길 79-3 (둔포면 운교리 189-10 공장 ((주)보고이엔지)),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)부흥금속,자동차 차체용 신품 부품 제조업 외 1 종,,충청남도 아산시 순천향로 386 (기산동),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)비디엔이오토모티브,폴리스티렌 발포 성형제품 제조업 외 1 종,,충청남도 아산시 둔포면 석곡길 40-49,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)비엠아이,자동차 차체용 신품 부품 제조업,,충청남도 아산시 선장면 삽교천로 50 (선장면) 외 11필지,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)비월드,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 영인면 윤보선로 251,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)삼도공조,그 외 자동차용 신품 부품 제조업,,충청남도 아산시 음봉면 아산온천로 377-22,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)삼도테크,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 음봉면 아산온천로 377-22,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)삼안기업,그 외 자동차용 신품 부품 제조업,,충청남도 아산시 신창면 서부남로667번길 40-2,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)상은,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 둔포면 운용리 512번지,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)상은,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 둔포면 석곡리 1289,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)상지,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 둔포면 아산호로808번길 11-8,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)상진,그 외 기타 전자부품 제조업 외 1 종,,충청남도 아산시 둔포면 아산밸리로 364 ((주)상진),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)상진,그 외 기타 전자부품 제조업 외 1 종,,충청남도 아산시 둔포면 아산밸리로 338,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)서연씨엔에프 아산공장,그 외 자동차용 신품 부품 제조업,,충청남도 아산시 서부남로 199 -39(선장면),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)서연이화,자동차 차체용 신품 부품 제조업 외 1 종,,충청남도 아산시 신창면 서부북로 712,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)서연이화 3공장,자동차 차체용 신품 부품 제조업,,충청남도 아산시 신창면 서부북로 701,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)서연이화 아산3공장,그 외 자동차용 신품 부품 제조업,,충청남도 아산시 신창면 서부북로 694,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)서진캠,자동차 엔진용 신품 부품 제조업 외 1 종,,충청남도 아산시 둔포면 아산밸리중앙로 103,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)성광산업,자동차용 신품 전기장치 제조업 외 1 종,,충청남도 아산시 인주면 인주로 373 (성광산업),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)성도이엔지,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 영인면 아산호로746번길 133,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)성림기업,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 신창면 수장로 119,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)성우산업,그 외 자동차용 신품 부품 제조업 외 1 종,,충청남도 아산시 영인면 토정로 368,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)세계화성,그 외 자동차용 신품 부품 제조업 외 2 종,,충청남도 아산시 배방읍 솔치로 297-17,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)세동,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 수장로25번길 52 (배미동) (주)세동,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)세영테크,자동차 엔진용 신품 부품 제조업,,충청남도 아산시 신창면 가덕길2번길 35,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)세원제이엔지,그 외 자동차용 신품 부품 제조업 외 4 종,,충청남도 아산시 토정로 356 -11(영인면) (총 2 필지) 외 1필지,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)세원테크,자동차 차체용 신품 부품 제조업,,충청남도 아산시 배방읍 휴대길 172 (세원테크) 외 15필지,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)세원테크 제2공장,자동차 차체용 신품 부품 제조업,,충청남도 아산시 배방읍 휴대길 180,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)세원피엔드디,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 음봉면 아산밸리로459번길 21,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)세진,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 음봉면 신휴길 190-20,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)세현정공 아산공장,자동차 엔진용 신품 부품 제조업 외 1 종,,충청남도 아산시 음봉면 신휴리 776번지,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)셀텍,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 둔포면 아산호로 890,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)승정,그 외 자동차용 신품 부품 제조업 외 4 종,,충청남도 아산시 영인면 신봉길 83-26,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)시에스,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 둔포면 윤보선로 361-22 외 3필지,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)신라하이텍 아산,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 영인면 영인산로 622,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)신영,자동차 차체용 신품 부품 제조업 외 1 종,,충청남도 아산시 신창면 서부남로 505,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)신원,자동차 차체용 신품 부품 제조업,,충청남도 아산시 신창면 서부남로 448,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)신진스틸,자동차용 신품 동력전달장치 제조업 외 4 종,,충청남도 아산시 영인면 와신길60번길 85 외 1필지,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)씨앤티오토메이션,컨베이어장치 제조업,,충청남도 아산시 둔포면 이화서길 55-50 외 1필지,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)씨케이텍,그 외 자동차용 신품 부품 제조업,,충청남도 아산시 신창면 궁화로 183 외 7필지,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)아산 성우하이텍,자동차 차체용 신품 부품 제조업 외 1 종,,충청남도 아산시 온천대로1122번길 45-4 (득산동),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)아산금창,자동차 차체용 신품 부품 제조업 외 1 종,,충청남도 아산시 염치읍 충무로 471-20,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)아산성우하이텍,자동차 차체용 신품 부품 제조업 외 1 종,,충청남도 아산시 신창면 서부남로 591,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)아산성우하이텍,자동차 차체용 신품 부품 제조업 외 1 종,,충청남도 아산시 선장면 삼봉로162번길 17,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)아산성우하이텍 선장공장,자동차 차체용 신품 부품 제조업,,충청남도 아산시 선장면 삼봉로162번길 19-11,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)아이에스,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 신창면 서부북로 825,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)아이에스엠,그 외 기타 전자부품 제조업 외 3 종,,"충청남도 아산시 배방읍 호서로79번길 20, 호서대 산학협동관 2호 101호",,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)아이존,그 외 자동차용 신품 부품 제조업,,충청남도 아산시 신창면 신창로 251,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)알에프디,그 외 자동차용 신품 부품 제조업,,충청남도 아산시 온천대로1122번길 36-7 (득산동),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)알티메탈,자동차용 금속 압형제품 제조업 외 1 종,,충청남도 아산시 염치읍 아산로 645-56 외 1필지,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)에드파워테크,그 외 기타 전자부품 제조업 외 1 종,,충청남도 아산시 음봉면 월암로 74,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)에스엠테크,항공기용 부품 제조업,,충청남도 아산시 둔포면 봉신로 278-23,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)에스이,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 둔포면 윤보선로336번길 59,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)에스이 3공장,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 둔포면 윤보선로336번길 59-1 ((주)에스이),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)에스제이플라텍,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 영인면 윤보선로 249,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)에스지충방,그 외 자동차용 신품 부품 제조업,,충청남도 아산시 신창면 순천향로 121,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)에이스로보테크,그 외 기타 전자부품 제조업 외 2 종,,충청남도 아산시 월산로 128 -64(음봉면) (664-15번지),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)에이스윈,그 외 자동차용 신품 부품 제조업,,충청남도 아산시 영인면 아산호로840번길 153,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)에이아이티,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 둔포면 아산밸리남로 146,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)에이티오토메이션,반도체 제조용 기계 제조업,,충청남도 아산시 음봉면 월산로 214-38,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)에이티티,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 둔포면 봉신로 258-59,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)엔티엠,그 외 자동차용 신품 부품 제조업,,충청남도 아산시 인주면 해암로 157,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)엘앤에이,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 영인면 영인산로 489,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)엠비프라텍,그 외 자동차용 신품 부품 제조업 외 2 종,,충청남도 아산시 둔포면 아산호로808번길 11-3,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)영민하이테크,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 둔포면 관대길 84 외 4필지,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)오토앤로봇,그 외 자동차용 신품 부품 제조업,,충청남도 아산시 음봉로681번길 50 (음봉면),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)오토젠,자동차 차체용 신품 부품 제조업 외 1 종,,충청남도 아산시 인주면 인주산단로 75-29 ((주)오토젠),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)옵티라이더,자전거 및 환자용 차량 제조업,,충청남도 아산시 음봉면 충무로 1110-22,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)용산 아산공장,그 외 자동차용 신품 부품 제조업 외 1 종,,충청남도 아산시 신정로293번길 62-48 (기산동),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)우리기업,그 외 자동차용 신품 부품 제조업,,"충청남도 아산시 신창면 서부북로 411-13, A동",,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)우진금속,자동차용 신품 동력전달장치 제조업 외 2 종,,충청남도 아산시 염치읍 충무로 217-1,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)우진이티에스,자동차 엔진용 신품 부품 제조업 외 1 종,,충청남도 아산시 인주면 서해로 515-10 (우진산업),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)운화,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 음봉면 산동로 429 (운화테크),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)웅지테크,자동차 차체용 신품 부품 제조업,,충청남도 아산시 인주면 인주로 304-23 ((주)비월드),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)원천,그 외 자동차용 신품 부품 제조업 외 1 종,,충청남도 아산시 음봉면 신휴길 190-19 (음봉면),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)원텍,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 온천대로1122번길 34 (득산동),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)유니크,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 둔포면 신남길 9,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)유니테크노,그 외 자동차용 신품 부품 제조업 외 4 종,,충청남도 아산시 도고면 도고면로 48-16,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)유성,그 외 자동차용 신품 부품 제조업,,충청남도 아산시 둔포면 윤보선로336번길 28,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)유엠하이텍아산공장,그 외 자동차용 신품 부품 제조업,,충청남도 아산시 음봉면 아산밸리로459번길 9,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)유진기공,그 외 자동차용 신품 부품 제조업 외 5 종,,충청남도 아산시 온천대로1122번길 16-16 (득산동),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)유진기공 온양공장,그 외 자동차용 신품 부품 제조업 외 5 종,,충청남도 아산시 온천대로1122번길 16-21 (득산동),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)율비,화물자동차 및 특수목적용 자동차 제조업,,충청남도 아산시 영인면 고룡산로432번길 67,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)이노베이스,그 외 기타 전자부품 제조업 외 2 종,,"충청남도 아산시 신창면 순천향로 22, 앙뜨레프레너관 E203, E205, E206",,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)이녹스첨단소재,그 외 기타 전자부품 제조업 외 1 종,,충청남도 아산시 둔포면 아산밸리로 171 외 1필지,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)이오에이치테크,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 선장면 서부남로172번길 12-63,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)일지 도고공장,자동차 차체용 신품 부품 제조업,,충청남도 아산시 도고면 도고면로 48-12,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)일흥,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 인주면 현대로 776-12 ((주)일흥),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)정도,그 외 자동차용 신품 부품 제조업 외 3 종,,충청남도 아산시 연암율금로295번길 32 -19(음봉면),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)제이디오토모티브,자동차용 신품 동력전달장치 제조업 외 1 종,,충청남도 아산시 둔포면 봉신로 104-10,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)제이앤지,그 외 자동차용 신품 부품 제조업,,충청남도 아산시 온천대로1122번길 17 (득산동),,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)제이와이,그 외 자동차용 신품 부품 제조업 외 3 종,,"충청남도 아산시 선장면 선장로147번길 60, 외 1필지",,충청남도 아산시_제조업 공장등록 현황_20250430.csv
(주)조양산업,그 외 자동차용 신품 부품 제조업,,충청남도 아산시 신창면 서부남로 531-31,,충청남도 아산시_제조업 공장등록 현황_20250430.csv
