title,description,link,pubDate
2000원 육박한 전국 <b>기름값</b>,중동 사태 영향으로 국내 <b>기름값</b> 오름세가 계속되면서 당정이 '주유소 사후정산제'를 폐지하기로 한 6일 오전 서울 시내 주유소 유가정보판에 휘발유와 경유 가격이 2000원에 육박하고 있다. '사후정산제'는 정유사가... ,https://n.news.naver.com/mnews/article/421/0008872429?sid=102,"Mon, 06 Apr 2026 12:37:00 +0900"
2000원 육박한 국내 <b>기름값</b>,중동 사태 영향으로 국내 <b>기름값</b> 오름세가 계속되면서 당정이 '주유소 사후정산제'를 폐지하기로 한 6일 오전 서울 시내 주유소 유가정보판에 휘발유와 경유 가격이 2000원에 육박하고 있다. '사후정산제'는 정유사가... ,https://n.news.naver.com/mnews/article/421/0008872428?sid=102,"Mon, 06 Apr 2026 12:37:00 +0900"
"민주, ‘전쟁 추경’ 10일 본회의 처리 재확인... 국힘 “선거용”","이어 “고유가 명분으로 국민 70%에 현금을 뿌리면서, 정작 화물차와 택배, 택시기사, 푸드트럭 같이 <b>기름값</b>이 생계와 직결된 분들을 지원하는 예산은 보이지 않는다”며 “또 중국 기업만 배불리는 태양광 사업 지원, 왜... ",https://www.siminilbo.co.kr/news/newsview.php?ncode=1160275141797658,"Mon, 06 Apr 2026 12:32:00 +0900"
"&quot;여보, 우리도 전기차로 바꿀까?&quot; 초고유가 시대 갓성비 주목",미국의 <b>기름값</b>이 갤런당 4불이 넘었던데 4.1불까지 넘었더라고요. 이 정도면 민심이 많이 흐트러지겠죠? ◇ 김필수 : 이거 잘 들으셔야 돼요. 1 갤론 하면 한 3.8리터 정도 되지 않습니까? 그러니까 우리로 따지면 1리터에... ,https://radio.ytn.co.kr/program/?f=2&id=108178&s_mcd=0206&s_hcd=15,"Mon, 06 Apr 2026 12:30:00 +0900"
&quot;서울 휘발윳값이 무려…&quot; 국내 <b>기름값</b> '고공행진',이란 전쟁 장기화 우려 속에 국내 주유소 <b>기름값</b>이 고공행진을 이어가고 있습니다. 유가정보시스템 오피넷에 따르면 오늘(6일) 오전 9시 기준 전국 주유소 평균 휘발윳값은 리터당 1천953.3원으로 어제보다 4.9원... ,https://n.news.naver.com/mnews/article/055/0001346216?sid=101,"Mon, 06 Apr 2026 12:24:00 +0900"
"민형배, 결선 승부수 '서부권·100원 전기'…&quot;기업 오게 할 조건 만들겠...","그는 &quot;<b>기름값</b>을 걱정하는 주민들, 장사 버티는 것도 겁난다고 한숨짓는 소상공인들, 빚이 자꾸 는다며 답답해하는 농어민들, 일자리 걱정에 밤잠 설치는 청년들, 살림살이가 팍팍해졌다고 호소하는 어르신들이 떠오른다... ",https://www.kpinews.kr/newsView/1065582797421095,"Mon, 06 Apr 2026 12:16:00 +0900"
"<b>기름값</b>보다 더 큰 변수 … 해운시장, '전쟁발 가격 구조' 흔들","중동 긴장 고조로 촉발된 유가 상승이 해운시장 전반의 가격 구조를 뒤흔드는 가운데 연료비 증가에 더해 통행 비용, 보험료, 항만 병목까지 동시에 작용하면서 운임 결정 방식 자체가 바뀌고 있다는 분석이 나온다. ◆연료... ",http://www.seoulwire.com/news/articleView.html?idxno=715238,"Mon, 06 Apr 2026 12:16:00 +0900"
中 주유 대란 재현되나…정부 <b>기름값</b> 고시 6연속 인상 전망,정은지 특파원 = 중동 전쟁 장기화로 국제 유가 상승세가 이어지는 가운데 중국이 6번 연속 휘발유 가격을 인상할 것으로 전망된다. 6일 중국 펑파이신문 등 현지 언론에 따르면 중국 당국은 오는 8일 0시(7일 24시)를... ,https://n.news.naver.com/mnews/article/421/0008872394?sid=104,"Mon, 06 Apr 2026 12:16:00 +0900"
당정 “중동 3개국에 ‘원유 특사’”…추경안 공방 가열,&quot;] [장동혁/국민의힘 대표 : &quot;국민 70%에게 현금을 뿌리면서 정작 <b>기름값</b>이 생계와 직결된 분들을 지원하는 예산은 보이지 않습니다.&quot;] 여야 공방은 오늘 오후 경제 분야 대정부질문에서도 이어질 전망입니다. KBS 뉴스... ,https://n.news.naver.com/mnews/article/056/0012156331?sid=100,"Mon, 06 Apr 2026 12:08:00 +0900"
韓아이돌에 바가지 요금…필리핀 택시기사 ‘영업 정지’,"이어 이동 중에는 <b>기름값</b>이 비싸다는 이유를 들어 요금을 1000페소로 다시 올려 불렀다. 수빈은 영상에서 “처음에 500페소라고 하지 않았느냐”며 항의했고, 실랑이 끝에 500페소를 지불하는 것으로 상황을 마무리했다.... ",https://n.news.naver.com/mnews/article/020/0003710073?sid=104,"Mon, 06 Apr 2026 12:06:00 +0900"
"<b>기름값</b> 넘어 식탁 물가 도미노, 민생 안정 총력전 펴야[사설]",<b>기름값</b> 부담으로 출어를 꺼리면서 ‘피시 인플레이션’까지 고개를 든다. 밥상 물가 전반이 들썩이는 ‘애그플레이션’의 전형적 전개다. 지난달 소비자물가 상승률이 2.2%로 낮게 나타난 것은 일시적 착시다. 농산물... ,https://n.news.naver.com/mnews/article/021/0002782592?sid=110,"Mon, 06 Apr 2026 12:03:00 +0900"
장동혁 &quot;목적 안 맞는 추경 예산 삭감…李대통령 오찬 때 제안&quot;,"고유가를 명분으로 국민 70%에 현금을 뿌리면서 정작 화물차, 택배, 택시 기사나 푸드트럭같이 <b>기름값</b>이 생계와 직결된 분들을 지원하는 예산이 안 보인다&quot;고 질타했다. 장 대표는 &quot;매표 추경이다, 포퓰리즘 추경이다 이렇게... ",https://www.newsworks.co.kr/news/articleView.html?idxno=836736,"Mon, 06 Apr 2026 12:00:00 +0900"
AMRO &quot;韓 올해 1.9% 성장&quot;…중동 사태에도 전망치 유지,<b>기름값</b>이 연일 상승 중인 만큼 다음달 물가 상승률도 안정목표인 2%를 상회할 전망이다. 유상대 한은 부총재도 지난 2일 '물가상황 점검회의'를 주재해 &quot;4월 이후 소비자물가는 국제유가의 큰 폭 상승의 영향으로... ,https://www.newsworks.co.kr/news/articleView.html?idxno=836735,"Mon, 06 Apr 2026 11:56:00 +0900"
"“월급 빼고 다 오른다” 대전 중구, ‘경제 사령탑’ 부구청장급으로...",중동발 위기 직격탄 맞은 골목경제 지키기 위해 비상대책 TF 6개 부서로 전격 확대 장바구니 물가부터 <b>기름값</b> 동향까지 ‘현장 밀착형’ 감시 체계 가동…민생... ,http://www.breaknews.com/1197876,"Mon, 06 Apr 2026 11:54:00 +0900"
"허태정 대전시장 예비후보, ‘1인당 20만 원’ 고유가 지원금 공약 발표",허태정 더불어민주당 대전시장 예비후보가 치솟는 <b>기름값</b>으로 고통받는 서민 경제를 구제하기 위해 ‘대전형 고유가 피해 지원금’ 카드를 꺼내 들었다. 허 후보는... ,http://www.breaknews.com/1197868,"Mon, 06 Apr 2026 11:54:00 +0900"
장동혁 &quot;'천원주택' 최고 가성비 저출생 대책···전국 공약 확대 방안...,"그러면서 &quot;고유가를 명분으로 국민 70%에게 현금을 뿌리면서 정작 화물차, 택배, 택시 기사나 푸드트럭 같이 <b>기름값</b>이 생계와 직결된 분들을 지원하는 예산은 보이지 않는다&quot;고 비판했다. 장 대표는 &quot;김어준 고액 출연료... ",https://www.polinews.co.kr/news/articleView.html?idxno=727619,"Mon, 06 Apr 2026 11:53:00 +0900"
"'중동 전쟁 장기화' <b>기름값</b> 상승세 지속, 서울 평균 2000원 근접","특히 제주의 <b>기름값</b>에 이목이 쏠리고 있다. 지역 중 휘발유 가격이 가장 높은 곳이기 때문이다. 평균... 2차 최고가격제 시행 이후에도 <b>기름값</b> 상승세가 이어지면서, 3차 최고가격제 기준 가격이 어느 정도로... ",http://www.newsprime.co.kr/news/article.html?no=729296,"Mon, 06 Apr 2026 11:46:00 +0900"
"배달노동자 유류비, 외국은 '보조금' 국내는 침묵?","유가는 <b>기름값</b>뿐 아니라 부대 비용에도 영향을 미친다. 지부는 직접 비용 증가를 넘어, 운임·물류비 등 전반에 걸친 연쇄적 부담 확대를 우려했다. 구교현 노조 라이더유니온지부장은 &quot;오토바이 부품은 수입품이 많아... ",https://www.labortoday.co.kr/news/articleView.html?idxno=233602,"Mon, 06 Apr 2026 11:46:00 +0900"
"민형배 전남광주통합특별시장 예비후보, 서부권 미래 비전 제시···&quot;대...","또한 &quot;<b>기름값</b>을 걱정하는 주민들, 장사 버티는 것도 겁난다고 한숨짓는 소상공인들, 빚이 자꾸 는다며 답답해하는 농어민들, 일자리 걱정에 밤잠 설치는 청년들, 살림살이가 팍팍해졌다고 호소하는 어르신들이 떠오른다... ",https://www.joongdo.co.kr/web/view.php?key=20260406010001570,"Mon, 06 Apr 2026 11:46:00 +0900"
[이시각헤드라인] 4월 6일 뉴스센터,"■코스피 5,400선 회복…서울 휘발유 1,987원■ 코스피가 5,400선을 다시 회복했습니다. 국내 <b>기름값</b>이 꾸준한 상승세가 이어지며 오늘 오전 9시 기준 서울 휘발유 평균 가격은 리터당 1,987.21원을 기록했습니다.",https://n.news.naver.com/mnews/article/422/0000851963?sid=102,"Mon, 06 Apr 2026 11:36:00 +0900"
이철우 경북도지사 예비후보 김천당협서 송언석 원내대표 등과 현장소통,이 예비후보는 “최근 국제 정세 불안으로 <b>기름값</b>이 급등해 농가의 시름이 깊은 것으로 안다”며 “본격적인 영농철이 시작된 만큼 농가에 피해가 없도록 실효성 있는 지원 대책을 꼼꼼히 살피겠다”고 약속했다. 또한... ,https://www.kbmaeil.com/article/20260406500142,"Mon, 06 Apr 2026 11:34:00 +0900"
민형배 &quot;서부권 재생에너지로 대도약...일자리 넘치는 특별시 만들 것&quot;,"민 후보는 최근 중동 정세 악화로 인한 유가·원자재 가격 급등이 지역 경제에 직접적인 충격을 주고 있다며 &quot;<b>기름값</b> 걱정, 장사 어려움, 빚 부담, 일자리 불안 등으로 고통받는 시민들을 보며 정치인으로서 송구하다&quot;며... ",https://www.newspim.com/news/view/20260406000422,"Mon, 06 Apr 2026 11:34:00 +0900"
"민형배, 서부권 결선 기자회견… “서부권 대도약 시대 열 것”","그는 “<b>기름값</b>을 걱정하는 주민들, 장사 버티는 것도 겁난다고 한숨짓는 소상공인들, 빚이 자꾸 는다며 답답해하는 농어민들, 일자리 걱정에 밤잠 설치는 청년들, 살림살이가 팍팍해졌다고 호소하는 어르신들이... ",https://n.news.naver.com/mnews/article/468/0001231400?sid=102,"Mon, 06 Apr 2026 11:32:00 +0900"
"진석범 화성시장 예비후보, 장바구니 물가 점검…대책 마련 시급","진석범 예비후보는 “<b>기름값</b> 상승이 식료품 가격까지 이어지면서, 시민들의 체감 부담이 크게 늘고 있다”며 “생활과 직결된 물가 문제는 가장 우선적으로 챙겨야 할 민생 과제”라고 말했다. 이어 “단순한 점검에... ",https://n.news.naver.com/mnews/article/031/0001019837?sid=102,"Mon, 06 Apr 2026 11:22:00 +0900"
IEA 사무총장 &quot;석유 수출 금지하지 말아야&quot;…중국 겨냥?,최근 미국에서도 <b>기름값</b>이 급등한 가운데 미국의 정제 연료 수출 금지 가능성이 거론되고 있는 것으로 전해졌습니다. 미국 내 휘발유 가격은 심리적 마지노선인 갤런당(약 3.78ℓ) 4달러를 넘어섰으며 캘리포니아주는... ,https://n.news.naver.com/mnews/article/055/0001346183?sid=104,"Mon, 06 Apr 2026 11:21:00 +0900"
[사설] 종전돼도 고유가 고물가 우려…‘지속가능한 소비’ 고민해야,중동 전쟁으로 인한 경제 충격은 우리 국민의 실생활엔 <b>기름값</b> 상승과 비닐·플라스틱 제품 수급난 등으로... 서울시에 따르면 <b>기름값</b> 상승 후 대중교통 이용자가 5% 정도 늘고 교통량은 1% 가량 줄었다고 한다. 한편... ,https://n.news.naver.com/mnews/article/016/0002625251?sid=110,"Mon, 06 Apr 2026 11:20:00 +0900"
"&quot;이대로면 못 버텨&quot;... 석유대리점, '최고가격제'에 공급가·카드 수수료...",<b>기름값</b> 고공행진에 따른 카드 수수료 부담 완화도 건의했다. 협회는 &quot;고유가 시기에는 주유소 카드 수수료율을 0.8~1.2% 수준으로 탄력적으로 인하해야 유가 안정을 위한 최소한의 여력을 확보할 수 있다&quot;고 덧붙였다.정부... ,https://www.insight.co.kr/news/548971,"Mon, 06 Apr 2026 11:20:00 +0900"
중동 총성에…세계는 '경제 전쟁' 중 [이슈크래커],"바로 <b>기름값</b>이 오르고 정부 재정이 흔들리며, 중앙은행이 금리를 고민하고 기업들이 공급망을 다시 짜는 '경제 전쟁'입니다. 중동에서 울린 총성에도 불구하고 전 세계가 치열한 경제 전선으로 내몰리고 있습니다. 한국... ",https://www.etoday.co.kr/news/view/2573026,"Mon, 06 Apr 2026 11:18:00 +0900"
“<b>기름값</b> 덜고 돈도 벌고” 승용차 주행거리 단축시 1만 마일리지 지급,"서울시가 승용차와 아파트, 시민실천 등 3개 분야에 에코 마일리지를 주는 ‘특별 인센티브’ 행사를 한다고 6일 밝혔다. 승용차 분야 행사는 6일~20일까지 서울시 에코마일리지 홈페이지에 차량번호·주행거리... ",https://n.news.naver.com/mnews/article/032/0003438000?sid=101,"Mon, 06 Apr 2026 11:15:00 +0900"
<b>기름값</b> 상승세 지속에 서울 휘발윳값 1987원…2000원 넘나,중동 전쟁이 장기화할 것으로 예상되는 가운데 국내 주유소 <b>기름값</b>이 연일 상승세를 이어가고 있다.... 전국에서 가장 비싼 서울 지역 <b>기름값</b>도 오름세를 유지하며 휘발유 가격이 L당 2000원에 육박하고 있다.... ,https://n.news.naver.com/mnews/article/025/0003514196?sid=101,"Mon, 06 Apr 2026 11:15:00 +0900"
&quot;<b>기름값</b>에 여행 포기?&quot;…여행사·항공·크루즈·카드까지 '유류비 부담 ...,"중동 전쟁 장기화로 유가와 환율이 동시에 뛰면서 여행 비용 부담이 커지자, 여행·금융업계가 '유류비 절감' 카드를 꺼내 들었다. 항공권 할인부터 유류할증료 동결, 주유비 캐시백까지 전방위 대응이 이어지는... ",https://www.tournews21.com/news/articleView.html?idxno=133239,"Mon, 06 Apr 2026 11:14:00 +0900"
"서울 휘발유 1,987원…2천원 돌파 임박","국제 정세 불안 속에 국내 <b>기름값</b> 상승세가 이어지며 서울 휘발유 가격이 2천 원에 근접했습니다. 오늘(6일) 오피넷에 따르면 전국 휘발유 가격은 리터당 1,953원, 경유는 1,943원으로 동반 상승했습니다. 서울 휘발유... ",http://mbnmoney.mbn.co.kr/news/view?news_no=MM1005807070,"Mon, 06 Apr 2026 11:14:00 +0900"
IEA 사무총장 &quot;석유 수출 금지 말아야&quot;...중국 겨냥?,"신문은 또 최근 미국에서도 <b>기름값</b>이 급등한 가운데 미국의 정제 연료 수출 금지 가능성이 거론되고 있다며, 비롤 사무총장의 이런 촉구가 미국을 염두에 둔 것일 수도 있다고 봤습니다. 비롤 사무총장은 또 &quot;우리가... ",https://n.news.naver.com/mnews/article/052/0002336853?sid=104,"Mon, 06 Apr 2026 11:13:00 +0900"
장동혁 &quot;추경해서 돈 뿌리면 환율·물가 더 올라…대통령 오찬 때 지적...,"그러면서 &quot;(추경) 목적에 안 맞는 예산도 한두 개가 아니다&quot;며 &quot;고유가를 명분으로 국민 70%에 현금을 뿌리면서 정작 화물차, 택배, 택시 기사나 푸드트럭같이 <b>기름값</b>이 생계와 직결된 분들을 지원하는 예산이 안 보인다&quot;고... ",http://www.iminju.net/news/articleView.html?idxno=162128,"Mon, 06 Apr 2026 11:12:00 +0900"
장동혁 &quot;전쟁 추경 핑계로 '중국 추경'...이 대통령 만나 지적할 것&quot;,"고유가를 명분으로 국민 70%에 현금을 뿌리면서 정작 화물차, 택배, 택시 기사나 푸드트럭같이 <b>기름값</b>이 생계와 직결된 분들을 지원하는 예산이 안 보인다&quot;고 지적했다. 그러면서 &quot;김어준 씨에게 고액의 출연료를 주다가... ",https://www.mediapen.com/news/view/1091467,"Mon, 06 Apr 2026 11:12:00 +0900"
"[이슈&amp;인사이트] 나프타(Naphtha, 납사) 수급, 무엇이 문제인가?","온라인에 “<b>기름값</b>이 올라서 비닐봉지도 못 만든다.&quot;라는 소문이 돌면서, 평소 10장들이 한 묶음을 사던 시민들이 1년 치 물량을 한꺼번에 사는 투매가 번지고 있다. 중동발 나프타 수급 비상이 촉발한 쓰레기 종량제... ",https://www.ekn.kr/web/view.php?key=20260405028456273,"Mon, 06 Apr 2026 11:10:00 +0900"
전쟁 장기화 여파…서울 휘발유 평균 '2000원 시대' 임박,미국·이란 전쟁 장기화 우려 속에 국내 주유소 <b>기름값</b>이 연일 상승하고 있다. 6일 유가정보시스템... 전국에서 가장 비싼 서울 지역 <b>기름값</b>도 상승세를 이어가며 휘발유 가격이 리터당 2000원에 육박했다. 서울... ,https://n.news.naver.com/mnews/article/053/0000057245?sid=101,"Mon, 06 Apr 2026 11:10:00 +0900"
중동 리스크 확산에 생활물가 '전방위 압박'... <b>기름값</b> 2000원 '눈앞',<b>기름값</b> 상승은 차량 이용 비용 증가뿐 아니라 배송비와 배달비 상승으로 이어지고 외식과 온라인 소비... 크다&quot;며 &quot;특히 <b>기름값</b>이 2000원대에 근접한 상황에서 서민 체감 물가는 통계보다 훨씬 빠르게 상승할 수 있고 이러한... ,http://www.chungnamilbo.co.kr/news/articleView.html?idxno=881707,"Mon, 06 Apr 2026 11:06:00 +0900"
"장동혁, 내일 회동서 추경 지적 예고⋯&quot;목적 안 맞는 예산 삭감&quot;","고유가를 명분으로 국민 70%에 현금을 뿌리면서 정작 화물차, 택배, 택시 기사나 푸드트럭같이 <b>기름값</b>이 생계와 직결된 분들을 지원하는 예산이 안 보인다&quot;고 꼬집었습니다. 장 대표는 &quot;매표 추경이다, 포퓰리즘 추경이다... ",https://n.news.naver.com/mnews/article/057/0001943298?sid=100,"Mon, 06 Apr 2026 11:05:00 +0900"
원유 대체 공급 확보 나선 당정 “사우디·오만·알제리에 특사 파견”,방식인데 <b>기름값</b> 인상 원인으로 지목돼 왔다. 안 의원은 “정산 주기를 1개월에서 1주 이내로 단축한다는... 다만 특위는 <b>기름값</b> 추가 가격 상승은 불가피해 보인다는 전망도 내놨다. 유동수 특위 위원장은 “거의 재고가... ,https://n.news.naver.com/mnews/article/081/0003632698?sid=100,"Mon, 06 Apr 2026 11:05:00 +0900"
"<b>기름값</b> 상승세 지속, 서울 평균 휘발윳값 1,987원...2천원 턱밑",미국과 이란의 중동 전쟁이 장기화되고 있는 가운데 국내 주유소 <b>기름값</b>이 연일 상승세를 이어가고... 전국에서 가장 비싼 서울 지역 <b>기름값</b>도 오름세를 유지하며 휘발유 가격이 L당 2천원에 근접하고 있습니다.... ,https://news.bbsi.co.kr/news/articleView.html?idxno=4076453,"Mon, 06 Apr 2026 11:04:00 +0900"
인터뷰 전문: 박수영 “지금 돈 풀면 물가·환율 올라가 악순환 가능성...,유류세는 탄력세라서 30%까지 인하할 수 있고 과거에 우리가 50%까지 인하하는 법을 통과시킨 적도 있기 때문에 <b>기름값</b> 자체를 낮추게 되면 누가 얼마나 손해를 봤는지 계산할 필요가 없게 되는 것입니다. 농민이 얼마를... ,https://n.news.naver.com/mnews/article/449/0000340676?sid=100,"Mon, 06 Apr 2026 11:03:00 +0900"
주유소 <b>기름값</b> 연일 상승세…2000원에 가까워져,"주유소 <b>기름값</b>이 연일 상승세를 기록하고 있다. 6일 유가정보시스템 오피넷에 따르면, 이날 오전 9시... 전국에서 가장 비싼 서울 지역 <b>기름값</b>도 오름세를 유지하며 휘발유 가격이 리터당 2000원에 가까워지고... ",https://www.thepublic.kr/news/articleView.html?idxno=300020,"Mon, 06 Apr 2026 11:02:00 +0900"
장동혁 “전쟁 추경이라며 TBS 지원 왜?...사실상 ‘중국 추경’”,장 대표는 “전쟁 추경이라면서 목적에 안맞는 예산이 한두개가 아니다”며 “국민에 현금 뿌리며 정작 화물차 택배 같이 <b>기름값</b>과 생계가 직결된 분들을 지원하는 예산은 안보인다”고 비난했다. 그러면서 “그 대신... ,https://n.news.naver.com/mnews/article/011/0004607472?sid=100,"Mon, 06 Apr 2026 11:02:00 +0900"
미국 3월 물가 1% 폭등 전망…이란 전쟁발 '<b>기름값</b> 쇼크' 현실로,"블룸버그통신이 10일(현지시간) 노동통계국 보고서 발표를 앞두고 실시한 설문 조사 결과에 따르면, <b>기름값</b> 급등이 전체 물가 상승을 주도하는 가운데 근원 물가 상승세는 상대적으로 완만한 흐름을 유지하고 있다.... ",https://n.news.naver.com/mnews/article/003/0013869410?sid=104,"Mon, 06 Apr 2026 11:01:00 +0900"
"민주 “국힘, 추경 정쟁화 그만두라”…장동혁 “문제사업 삭감, 대통령...","장 대표는 또한 이번 추경이 “고유가를 명분으로 국민 70%에게 현금을 뿌리면서 정작 <b>기름값</b>이 생계와 직결된 분들을 지원하는 예산은 보이지 않는다”며 “김어준에게 고액 출연료를 조달한 TBS(교통방송) 지원, 중국... ",https://n.news.naver.com/mnews/article/056/0012156297?sid=100,"Mon, 06 Apr 2026 10:57:00 +0900"
"휘발윳값 2천원 돌파하나… 전국 평균 휘발윳값, 1천953.3원",미국·이란 전쟁 장기화로 <b>기름값</b>이 고공행진하면서 휘발윳값이 L당 2000원 돌파를눈앞에 뒀다. 6일... 전국에서 가장 비싼 서울 지역 <b>기름값</b>도 뛰어올라 휘발유 가격이 L당 2000원에 육박하고 있다. 서울 평균... ,https://www.ebn.co.kr/news/articleView.html?idxno=1704503,"Mon, 06 Apr 2026 10:56:00 +0900"
휘발유값 또 오르네…서울은 1ℓ당 2000원 눈앞,미국과 이란의 전쟁 장기화 우려 속에 <b>기름값</b> 상승세가 멈추지 않고 있다. 특히 서울의 휘발유값은 1ℓ당 2000원을 눈앞에 두고 있다. 6일 유가정보시스템 오피넷에 따르면 이날 오전 9시 기준 전국 주유소... ,https://n.news.naver.com/mnews/article/662/0000092285?sid=101,"Mon, 06 Apr 2026 10:55:00 +0900"
MBC충북 '프라임 인터뷰'&quot;미국-이란 드론 전쟁&quot;단독 30분 특집 출연,"오늘 중동 하늘을 나는 드론이 우리 <b>기름값</b>을 올리고, 북한 드론이 서울 상공을 날아다니는 시대입니다. 드론과 전쟁은 저 멀리 있는 이야기가 아닙니다. 지금 이 순간 우리 모두의 이야기입니다&quot;라고 소감을 밝혔다.... ",https://www.veritas-a.com/news/articleView.html?idxno=604544,"Mon, 06 Apr 2026 10:54:00 +0900"
트럼프 '폭격 시한' 임박에 유가 폭등...서울 휘발유 2000원 육박,(사진=연합뉴스)  미국과 이란 간의 전쟁 위기가 최고조에 달하면서 국제 유가와 국내 <b>기름값</b>이 치솟고 있다. 도널드 트럼프 미국 대통령이 예고한 이란 인프라 공격 유예 시한이 임박함에 따라 공급망 절벽 우려가... ,https://www.delighti.co.kr/news/articleView.html?idxno=114759,"Mon, 06 Apr 2026 10:52:00 +0900"
"'이 와중에 中, 석유 수출금지, 美, 비축유 증가'",최근 미국에서도 <b>기름값</b>이 급등한 가운데 미국의 정제 연료 수출 금지 가능성이 거론되고 있는 것으로 전해졌다. 미국 내 휘발유 가격은 심리적 마지노선인 갤런당(약 3.78ℓ) 4달러를 넘어섰으며 캘리포니아주는 항공유... ,https://n.news.naver.com/mnews/article/374/0000502464?sid=104,"Mon, 06 Apr 2026 10:52:00 +0900"
