회사명,업종명,생산품,주소,연락처,출처파일
(주)다이나믹 오토,자동차 차체용 신품 부품 제조업  ,,광주광역시 광산구 평동산단로169번길 56 (월전동),062-941-8247,광주광역시 광산구_제조업체 현황_20250910.csv
(주)대명벤딩 ,자동차용 금속 압형제품 제조업  ,,광주광역시 광산구 하남산단5번로 9 (장덕동),062-955-8553,광주광역시 광산구_제조업체 현황_20250910.csv
(주)대신물산,그 외 기타 전자부품 제조업  ,,"광주광역시 광산구 진곡산단3번로 41-24, A20-6 (진곡동)",070-7785-7717,광주광역시 광산구_제조업체 현황_20250910.csv
(주)대용산업,자동차 차체용 신품 부품 제조업  ,,광주광역시 광산구 어등대로621번길 7-5 (소촌동),062-941-2671,광주광역시 광산구_제조업체 현황_20250910.csv
(주)대웅에스앤티,자동차 차체용 신품 부품 제조업  ,,광주광역시 광산구 평동산단3번로 114 (옥동) 외 1필지,062-975-1100,광주광역시 광산구_제조업체 현황_20250910.csv
(주)대정스틸,자동차용 금속 압형제품 제조업  ,,광주광역시 광산구 손재로 432 (오선동),062-956-6644,광주광역시 광산구_제조업체 현황_20250910.csv
(주)도곤,그 외 기타 전자부품 제조업  ,,"광주광역시 광산구 진곡산단중앙로 115, A23-14 (고룡동)",062-959-9032,광주광역시 광산구_제조업체 현황_20250910.csv
(주)도윤,그 외 기타 전자부품 제조업  ,,"광주광역시 광산구 진곡산단2번로 8, (주)도윤(오선동)",062-953-2543,광주광역시 광산구_제조업체 현황_20250910.csv
(주)도현,그 외 자동차용 신품 부품 제조업,,광주광역시 광산구 손재로 524 (안청동),062-953-8181,광주광역시 광산구_제조업체 현황_20250910.csv
(주)동양스크린,그 외 기타 전자부품 제조업,,광주광역시 광산구 손재로287번길 78(하남동),062-955-3671,광주광역시 광산구_제조업체 현황_20250910.csv
(주)동양워시텍,기기용 자동측정 및 제어장치 제조업  ,,"광주광역시 광산구 진곡산단2번로 4, (주)동양워시텍(A27-1)(오선동, 티앤티모터스)",062-263-5400,광주광역시 광산구_제조업체 현황_20250910.csv
(주)동양정공,자동차용 금속 압형제품 제조업  ,,광주광역시 광산구 하남산단7번로 107 (오선동),062-951-3966,광주광역시 광산구_제조업체 현황_20250910.csv
(주)동양정공,자동차용 금속 압형제품 제조업  ,,광주광역시 광산구 하남산단7번로 99 (오선동),062-951-3966,광주광역시 광산구_제조업체 현황_20250910.csv
(주)동양정산,자동차 차체용 신품 부품 제조업,,광주광역시 광산구 손재로 402 (오선동),062-941-6066,광주광역시 광산구_제조업체 현황_20250910.csv
(주)동은씨앤티,그 외 기타 전자부품 제조업  ,,광주광역시 광산구 손재로 237 (하남동),062-951-4636,광주광역시 광산구_제조업체 현황_20250910.csv
(주)동진하이텍,자동차용 금속 압형제품 제조업,,광주광역시 광산구 삼도로 48-4 (삼거동),062-944-4976,광주광역시 광산구_제조업체 현황_20250910.csv
(주)동희하이테크,기타자동차부품제조업,,광주광역시 광산구 평동로913번길 33 (월전동),070-7093-6306,광주광역시 광산구_제조업체 현황_20250910.csv
(주)두리테크,그 외 기타 전자부품 제조업  ,,광주광역시 광산구 평동산단2번로 80 (용동),062-954-4445,광주광역시 광산구_제조업체 현황_20250910.csv
(주)디씨이솔루션,그 외 기타 전자부품 제조업  ,,광주광역시 광산구 평동산단로 246-33 (월전동),062-960-6600,광주광역시 광산구_제조업체 현황_20250910.csv
(주)디에스시,그 외 자동차용 신품 부품 제조업  ,,광주광역시 광산구 평동로803번안길 16 (옥동),062-950-9000,광주광역시 광산구_제조업체 현황_20250910.csv
(주)디에스시,그 외 자동차용 신품 부품 제조업,,광주광역시 광산구 평동로803번길 43-13 (옥동),,광주광역시 광산구_제조업체 현황_20250910.csv
(주)디에이치오토아이,비디오 및 기타 영상기기 제조업  ,,광주광역시 광산구 빛그린동로 182(덕림동) 외 3필지,062-714-3780,광주광역시 광산구_제조업체 현황_20250910.csv
(주)디에이치오토웨어,그 외 기타 특수목적용 기계 제조업  ,,광주광역시 광산구 빛그린동로 182(덕림동) 외 3필지,062-714-3775,광주광역시 광산구_제조업체 현황_20250910.csv
(주)디에이치오토웨어,비디오 및 기타 영상기기 제조업  ,,"광주광역시 광산구 빛그린동로 190, 본점(광주공장) (덕림동)",062-714-3775,광주광역시 광산구_제조업체 현황_20250910.csv
(주)디엔,자동차 차체용 신품 부품 제조업,,광주광역시 광산구 평동산단로143번길 28-17 (월전동),055-532-4460,광주광역시 광산구_제조업체 현황_20250910.csv
(주)라도,자동차 엔진용 신품 부품 제조업  ,,"광주광역시 광산구 진곡산단2번로 27, A25-2 (오선동)",062-717-8121,광주광역시 광산구_제조업체 현황_20250910.csv
(주)리눅스아이티,그 외 기타 전자부품 제조업  ,,광주광역시 광산구 금봉로44번길 53-18 (소촌동),062-971-3087,광주광역시 광산구_제조업체 현황_20250910.csv
(주)마루이엔지 ,내연기관 화물자동차 및 특수목적용 자동차 제조업  ,,광주광역시 광산구 진곡산단1번로 28 (오선동),062-975-9900,광주광역시 광산구_제조업체 현황_20250910.csv
(주)맨앤로봇,자동차 차체용 신품 부품 제조업  ,,광주광역시 광산구 소촌로85번길 40-26 (소촌동),070-7733-9350,광주광역시 광산구_제조업체 현황_20250910.csv
(주)명성에스디,그 외 기타 전자부품 제조업,,"광주광역시 광산구 하남산단6번로 57,(오선동) 지식동 13층 7호",062-956-2100,광주광역시 광산구_제조업체 현황_20250910.csv
(주)모아전자,그 외 기타 전자부품 제조업,,광주광역시 광산구 소촌로85번길 14-21 (소촌동),,광주광역시 광산구_제조업체 현황_20250910.csv
(주)무등기업,자동차 차체용 신품 부품 제조업  ,,광주광역시 광산구 소촌로85번길 40-26 (소촌동),062-941-9511,광주광역시 광산구_제조업체 현황_20250910.csv
(주)무등기업 제2공장,자동차 차체용 신품 부품 제조업  ,,광주광역시 광산구 소촌로85번길 40-15 (소촌동) 외 1필지,062-941-9511,광주광역시 광산구_제조업체 현황_20250910.csv
(주)문단,자동차 차체용 신품 부품 제조업,,"광주광역시 광산구 평동산단로 225-24, (옥동1235-20) (옥동)",062-945-2753,광주광역시 광산구_제조업체 현황_20250910.csv
(주)미봉하이텍,전자부품 실장기판 제조업,,광주광역시 광산구 손재로287번길 134-20 (하남동),062-953-5588,광주광역시 광산구_제조업체 현황_20250910.csv
(주)미창,자동차 차체용 신품 부품 제조업,,광주광역시 광산구 평동산단로143번길 28-14 (월전동),062-952-0036,광주광역시 광산구_제조업체 현황_20250910.csv
(주)민성 ,그 외 자동차용 신품 부품 제조업  ,,광주광역시 광산구 진곡산단3번로 25 (진곡동),062-953-8318,광주광역시 광산구_제조업체 현황_20250910.csv
(주)보광산업,자동차 재제조 부품 제조업,,광주광역시 광산구 평동로803번길 49 (옥동),062-456-7771,광주광역시 광산구_제조업체 현황_20250910.csv
(주)비엠씨,그 외 자동차용 신품 부품 제조업,,광주광역시 광산구 손재로287번길 153 (하남동),070-8622-2307,광주광역시 광산구_제조업체 현황_20250910.csv
(주)비엠씨,그 외 자동차용 신품 부품 제조업,,광주광역시 광산구 손재로287번길 135 (하남동),070-8622-2307,광주광역시 광산구_제조업체 현황_20250910.csv
(주)비엠아이,그 외 자동차용 신품 부품 제조업,,광주광역시 광산구 장덕동 81-5,062-959-9855,광주광역시 광산구_제조업체 현황_20250910.csv
(주)비젼디에스 ,그 외 자동차용 신품 부품 제조업,,광주광역시 광산구 하남산단3번로 14-37 (장덕동),062-952-0074,광주광역시 광산구_제조업체 현황_20250910.csv
(주)비젼디에스엠,그 외 자동차용 신품 부품 제조업  ,,광주광역시 광산구 하남산단3번로 14-49 (장덕동),062-952-2722,광주광역시 광산구_제조업체 현황_20250910.csv
(주)비젼디에스엠,그 외 자동차용 신품 부품 제조업,,광주광역시 광산구 하남산단3번로 14-45 (장덕동),062-952-2722,광주광역시 광산구_제조업체 현황_20250910.csv
(주)비젼디에스엠,그 외 자동차용 신품 부품 제조업  ,,광주광역시 광산구 손재로 322 (하남동),062-952-2722,광주광역시 광산구_제조업체 현황_20250910.csv
(주)비젼에프엘,그 외 자동차용 신품 부품 제조업,,광주광역시 광산구 하남산단3번로 14-37(장덕동),,광주광역시 광산구_제조업체 현황_20250910.csv
(주)삼오텍,그 외 기타 전자부품 제조업  ,,광주광역시 광산구 하남산단2번로 9 (하남동),062-952-3533,광주광역시 광산구_제조업체 현황_20250910.csv
(주)삼현모터스,농업 및 임업용 기계 제조업,,광주광역시 광산구 하남산단천변우로 108 (도천동),062-955-0613,광주광역시 광산구_제조업체 현황_20250910.csv
(주)서경에프앤지,그 외 기타 전자부품 제조업  ,,광주광역시 광산구 풍영철길로 129 (운남동),,광주광역시 광산구_제조업체 현황_20250910.csv
(주)서광컴퍼니,자동차 차체용 신품 부품 제조업,,광주광역시 광산구 빛중앙10로 34 (덕림동),062-714-3085,광주광역시 광산구_제조업체 현황_20250910.csv
(주)서준,그 외 자동차용 신품 부품 제조업  ,,광주광역시 광산구 평동로803번안길 30 (옥동),,광주광역시 광산구_제조업체 현황_20250910.csv
(주)서진에스엔피,그 외 기타 전자부품 제조업,,광주광역시 광산구 하남산단9번로 113 (안청동),062-945-7585,광주광역시 광산구_제조업체 현황_20250910.csv
(주)성진사,그 외 기타 전자부품 제조업,,광주광역시 광산구 평동산단10번로 51 (연산동),062-945-9147,광주광역시 광산구_제조업체 현황_20250910.csv
(주)세광전자,그 외 기타 전자부품 제조업  ,,광주광역시 광산구 손재로287번길 99 (하남동),,광주광역시 광산구_제조업체 현황_20250910.csv
(주)세진에스엔피,그 외 기타 전자부품 제조업,,광주광역시 광산구 하남산단9번로 113 (안청동),,광주광역시 광산구_제조업체 현황_20250910.csv
(주)솔텍,그 외 기타 전자부품 제조업  ,,광주광역시 광산구 어등대로621번길 32 (소촌동),062-945-1546,광주광역시 광산구_제조업체 현황_20250910.csv
(주)송월유티,그 외 자동차용 신품 부품 제조업  ,,광주광역시 광산구 하남산단6번로 32-13 (오선동),062-434-5520,광주광역시 광산구_제조업체 현황_20250910.csv
(주)승리,그 외 기타 전자부품 제조업  ,,광주광역시 광산구 도천남길 40 (도천동),062-956-0967,광주광역시 광산구_제조업체 현황_20250910.csv
(주)시그너스정공,자동차 차체용 신품 부품 제조업  ,,광주광역시 광산구 평동산단로 285 (옥동),062-945-8151,광주광역시 광산구_제조업체 현황_20250910.csv
(주)시엠텍 제2공장,자동차용 신품 의자 제조업  ,,광주광역시 광산구 평동산단로 170-8 (월전동),062-956-4083,광주광역시 광산구_제조업체 현황_20250910.csv
(주)시흥금속,자동차 차체용 신품 부품 제조업  ,,광주광역시 광산구 하남산단6번로 58-12 (오선동),062-956-0225,광주광역시 광산구_제조업체 현황_20250910.csv
(주)신성테크,그 외 자동차용 신품 부품 제조업  ,,광주광역시 광산구 진곡산단중앙로 42 (오선동),062-954-0629,광주광역시 광산구_제조업체 현황_20250910.csv
(주)신성티케이,그 외 자동차용 신품 부품 제조업,,광주광역시 광산구 진곡산단중앙로 42 (오선동),062-954-0629,광주광역시 광산구_제조업체 현황_20250910.csv
(주)신영하이테크,자동차 차체용 신품 부품 제조업  ,,광주광역시 광산구 소촌로85번길 40-19 (소촌동),062-949-8800,광주광역시 광산구_제조업체 현황_20250910.csv
(주)신화이엔지,그 외 자동차용 신품 부품 제조업,,광주광역시 광산구 진곡산단4번로 31-18 (진곡동),062-953-9176,광주광역시 광산구_제조업체 현황_20250910.csv
(주)신흥,자동차용 금속 압형제품 제조업  ,,광주광역시 광산구 하남산단7번로 24 (오선동),062-959-0754,광주광역시 광산구_제조업체 현황_20250910.csv
(주)신흥광주2공장,자동차용 금속 압형제품 제조업,,광주광역시 광산구 손재로 436-27(오선동),062-962-0754,광주광역시 광산구_제조업체 현황_20250910.csv
(주)신흥정밀 광주공장,그 외 기타 전자부품 제조업  ,,광주광역시 광산구 하남산단8번로 113 (안청동),062-720-2300,광주광역시 광산구_제조업체 현황_20250910.csv
(주)씨엔티,그 외 기타 전자부품 제조업  ,,광주광역시 광산구 손재로 376-13 (오선동),062-955-0651,광주광역시 광산구_제조업체 현황_20250910.csv
(주)씨엔티,그 외 기타 전자부품 제조업  ,,광주광역시 광산구 손재로 376-8 (오선동),062-955-0651,광주광역시 광산구_제조업체 현황_20250910.csv
(주)씨엔티,그 외 기타 전자부품 제조업  ,,"광주광역시 광산구 진곡산단1번로 15, A27-8 (오선동)",062-955-0651,광주광역시 광산구_제조업체 현황_20250910.csv
(주)씨엠텍,자동차용 신품 의자 제조업  ,,광주광역시 광산구 평동산단로 170-8 (월전동),062-956-4083,광주광역시 광산구_제조업체 현황_20250910.csv
(주)아윈엑스,그 외 자동차용 신품 부품 제조업  ,,광주광역시 광산구 하남산단9번로 186-40 (도천동),062-955-2284,광주광역시 광산구_제조업체 현황_20250910.csv
(주)에스시테크,그 외 자동차용 신품 부품 제조업  ,,광주광역시 광산구 평동산단3번로 98 (옥동),062-952-0732,광주광역시 광산구_제조업체 현황_20250910.csv
(주)에스시테크,그 외 자동차용 신품 부품 제조업,,광주광역시 광산구 평동로803번길 117-26 (용동),062-952-0731,광주광역시 광산구_제조업체 현황_20250910.csv
(주)에스시테크,자동차 차체용 신품 부품 제조업  ,,광주광역시 광산구 소촌로123번길 14-6 (소촌동),062-952-0731,광주광역시 광산구_제조업체 현황_20250910.csv
(주)에스아이텍,자동차용 신품 의자 제조업,,광주광역시 광산구 평동산단로 170-8 (월전동),062-956-4081,광주광역시 광산구_제조업체 현황_20250910.csv
(주)에이스원,전자부품 실장기판 제조업  ,,광주광역시 광산구 하남산단6번로 32 (오선동),062-610-5380,광주광역시 광산구_제조업체 현황_20250910.csv
(주)에이스토탈,자동차 엔진용 신품 부품 제조업,,광주광역시 광산구 평동산단로 239-31 (옥동),062-956-7381,광주광역시 광산구_제조업체 현황_20250910.csv
(주)에이아이피,자동차 차체용 신품 부품 제조업,,"광주광역시 광산구 진곡산단5번로 17-4, (주)에이아이피(진곡동)",063-8377-985,광주광역시 광산구_제조업체 현황_20250910.csv
(주)에이엔피산업,자동차용 금속 압형제품 제조업  ,,광주광역시 광산구 삼도로 48-4 (삼거동),062-944-2303,광주광역시 광산구_제조업체 현황_20250910.csv
(주)에이엔피산업,자동차용 금속 압형제품 제조업  ,,광주광역시 광산구 빛동12로 7(덕림동),062-944-2303,광주광역시 광산구_제조업체 현황_20250910.csv
(주)에이치모터스 광산점,기타 일반 기계 및 장비 수리업  ,,광주광역시 광산구 임방울대로 3-1 (우산동),,광주광역시 광산구_제조업체 현황_20250910.csv
(주)엔터산업,그 외 자동차용 신품 부품 제조업  ,,광주광역시 광산구 평동로803번길 83-34 (용동),062-955-3235,광주광역시 광산구_제조업체 현황_20250910.csv
(주)엔터산업,그 외 자동차용 신품 부품 제조업  ,,광주광역시 광산구 평동로803번길 83-21 (용동),062-955-3235,광주광역시 광산구_제조업체 현황_20250910.csv
(주)엔테코,그 외 기타 전자부품 제조업  ,,광주광역시 광산구 하남산단9번로 33 (안청동),062-952-7272,광주광역시 광산구_제조업체 현황_20250910.csv
(주)엠피에스,그 외 기타 전자부품 제조업  ,,광주광역시 광산구 하남산단8번로 114(오선동),031-304-0322,광주광역시 광산구_제조업체 현황_20250910.csv
(주)엠피에스광주법인,그 외 기타 전자부품 제조업,,"광주광역시 광산구 하남산단8번로 114(오선동, 주식회사엠피에스)",062-953-4785,광주광역시 광산구_제조업체 현황_20250910.csv
(주)연호엠에스,그 외 기타 전자부품 제조업  ,,광주광역시 광산구 평동산단3번로 61 (용동),062-0449-0772,광주광역시 광산구_제조업체 현황_20250910.csv
(주)연호엠에스,그 외 기타 전자부품 제조업  ,,광주광역시 광산구 평동로803번길 43-28 (옥동),062-449-0772,광주광역시 광산구_제조업체 현황_20250910.csv
(주)연호엠에스,그 외 기타 전자부품 제조업  ,,광주광역시 광산구 손재로 237 (하남동),062-449-0772,광주광역시 광산구_제조업체 현황_20250910.csv
(주)연호전자,그 외 기타 전자부품 제조업  ,,광주광역시 광산구 손재로 246 (하남동),062-952-0772,광주광역시 광산구_제조업체 현황_20250910.csv
(주)영림테크,그 외 기타 전자부품 제조업  ,,광주광역시 광산구 평동산단로 246-19 (월전동),062-945-2644,광주광역시 광산구_제조업체 현황_20250910.csv
(주)오토컷,그 외 기타 플라스틱 제품 제조업  ,,"광주광역시 광산구 하남산단6번로 57,  (오선동) 산업동 5층 511,512호",062-710-4678,광주광역시 광산구_제조업체 현황_20250910.csv
(주)와이에스피 월전동 지점,그 외 자동차용 신품 부품 제조업  ,,광주광역시 광산구 평동산단로 165 (월전동),062-600-1800,광주광역시 광산구_제조업체 현황_20250910.csv
(주)왕성테크,그 외 자동차용 신품 부품 제조업,,광주광역시 광산구 하남산단7번로 58 (오선동),062-952-6228,광주광역시 광산구_제조업체 현황_20250910.csv
(주)용진기업,그 외 자동차용 신품 부품 제조업,,광주광역시 광산구 손재로 368-69 (오선동),062-959-8047,광주광역시 광산구_제조업체 현황_20250910.csv
(주)우등산업,그 외 자동차용 신품 부품 제조업  ,,광주광역시 광산구 하남산단7번로 66 (오선동),062-953-8981,광주광역시 광산구_제조업체 현황_20250910.csv
(주)우등산업,그 외 자동차용 신품 부품 제조업,,광주광역시 광산구 진곡산단중앙로 264 (고룡동),062-953-8981,광주광역시 광산구_제조업체 현황_20250910.csv
(주)유프랜드,그 외 자동차용 신품 부품 제조업  ,,광주광역시 광산구 평동산단1번로 52 (옥동),062-944-9775,광주광역시 광산구_제조업체 현황_20250910.csv
(주)이레정공,그 외 자동차용 신품 부품 제조업  ,,광주광역시 광산구 평동산단로 239-43 (옥동),062-972-0121,광주광역시 광산구_제조업체 현황_20250910.csv
(주)이엔텍,자동차 차체용 신품 부품 제조업  ,,광주광역시 광산구 평동산단8번로 94 (연산동),062-943-8400,광주광역시 광산구_제조업체 현황_20250910.csv
(주)인아웃오토메이션,배전반 및 전기 자동제어반 제조업  ,,광주광역시 광산구 평동산단6번로 78-13 (월전동),062-941-2701,광주광역시 광산구_제조업체 현황_20250910.csv
(주)일정,그 외 자동차용 신품 부품 제조업  ,,광주광역시 광산구 손재로 512-49 (안청동),062-951-8811,광주광역시 광산구_제조업체 현황_20250910.csv
(주)일정,그 외 자동차용 신품 부품 제조업,,광주광역시 광산구 하남산단9번로 50-2 (안청동),062-951-8811,광주광역시 광산구_제조업체 현황_20250910.csv
(주)일진벤딩,자동차용 금속 압형제품 제조업  ,,광주광역시 광산구 평동산단2번로 142 (옥동),062-944-9994,광주광역시 광산구_제조업체 현황_20250910.csv
(주)정상에이치씨,자동차 차체용 신품 부품 제조업  ,,광주광역시 광산구 하남산단7번로 117 (오선동),,광주광역시 광산구_제조업체 현황_20250910.csv
(주)제이엠케이,그 외 자동차용 신품 부품 제조업  ,,"광주광역시 광산구 진곡산단2번로 12, A27-3 (오선동)",062-959-1959,광주광역시 광산구_제조업체 현황_20250910.csv
(주)제이케이코리아 ,그 외 자동차용 신품 부품 제조업  ,,광주광역시 광산구 평동산단1번로 148 (장록동),062-610-2952,광주광역시 광산구_제조업체 현황_20250910.csv
(주)주익정밀,그 외 기타 전자부품 제조업  ,,"광주광역시 광산구 진곡산단2번로 1-32, A23-2 (고룡동)",062-955-9660,광주광역시 광산구_제조업체 현황_20250910.csv
(주)준테크,그 외 기타 전자부품 제조업  ,,광주광역시 광산구 진곡산단3번로 41-21 (진곡동),062-973-2362,광주광역시 광산구_제조업체 현황_20250910.csv
(주)지용,그 외 자동차용 신품 부품 제조업  ,,광주광역시 광산구 하남산단9번로 63 (안청동),062-955-9195,광주광역시 광산구_제조업체 현황_20250910.csv
(주)지용금속,그 외 자동차용 신품 부품 제조업  ,,광주광역시 광산구 하남산단천변우로 126-6 (도천동),062-955-9195,광주광역시 광산구_제조업체 현황_20250910.csv
(주)지용금속,그 외 자동차용 신품 부품 제조업  ,,광주광역시 광산구 하남산단천변우로 126(도천동),062-955-9195,광주광역시 광산구_제조업체 현황_20250910.csv
(주)지용금속,그 외 자동차용 신품 부품 제조업  ,,광주광역시 광산구 하남산단천변우로 126-8 (도천동),062-955-9195,광주광역시 광산구_제조업체 현황_20250910.csv
(주)지용금속,그 외 자동차용 신품 부품 제조업  ,,광주광역시 광산구 하남산단천변우로 126-6(도천동),062-955-9195,광주광역시 광산구_제조업체 현황_20250910.csv
(주)지용금속,자동차 차체용 신품 부품 제조업,,광주광역시 광산구 하남산단9번로 63 (안청동) 외 1필지,062-955-9195,광주광역시 광산구_제조업체 현황_20250910.csv
(주)지케이엠알오(G.K),그 외 자동차용 신품 부품 제조업,,"광주광역시 광산구 진곡산단중앙로 251(고룡동, 아세아부식)",062-953-8318,광주광역시 광산구_제조업체 현황_20250910.csv
(주)진보테크,그 외 자동차용 신품 부품 제조업  ,,광주광역시 광산구 평동산단로 283 (옥동),062-943-1700,광주광역시 광산구_제조업체 현황_20250910.csv
(주)진성하이텍,그 외 기타 전자부품 제조업  ,,"광주광역시 광산구 진곡산단중앙로 151, A18-3 (고룡동)",062-956-2225,광주광역시 광산구_제조업체 현황_20250910.csv
(주)진성하이텍,그 외 기타 전자부품 제조업,,광주광역시 광산구 진곡산단중앙로 151 (진곡동),062-956-2225,광주광역시 광산구_제조업체 현황_20250910.csv
(주)진우테크,자동차용 신품 전기장치 제조업  ,,광주광역시 광산구 평동산단5번우로 24 (월전동),062-945-2443,광주광역시 광산구_제조업체 현황_20250910.csv
(주)진일테크,그 외 기타 전자부품 제조업,,광주광역시 광산구 하남산단5번로 11 (장덕동),062-951-0607,광주광역시 광산구_제조업체 현황_20250910.csv
(주)천마산업,그 외 자동차용 신품 부품 제조업  ,,광주광역시 광산구 하남산단7번로 139 (오선동),062-956-6750,광주광역시 광산구_제조업체 현황_20250910.csv
(주)천마산업,그 외 자동차용 신품 부품 제조업,,광주광역시 광산구 평동산단로 239-25 (옥동) 외 2필지,062-956-6750,광주광역시 광산구_제조업체 현황_20250910.csv
(주)첨단정밀,자동차용 금속 압형제품 제조업  ,,광주광역시 광산구 하남산단9번로 136 (안청동),062-952-4060,광주광역시 광산구_제조업체 현황_20250910.csv
(주)초이스툴링,자동차용 금속 압형제품 제조업,,"광주광역시 광산구 진곡산단중앙로 112, (1/2) (오선동)",062-945-8834,광주광역시 광산구_제조업체 현황_20250910.csv
(주)캠스,그 외 자동차용 신품 부품 제조업  ,,광주광역시 광산구 안청동 735-4.5번지,062-960-3300,광주광역시 광산구_제조업체 현황_20250910.csv
(주)캠스,그 외 자동차용 신품 부품 제조업  ,,광주광역시 광산구 하남산단9번로 40(안청동),062-960-3300,광주광역시 광산구_제조업체 현황_20250910.csv
(주)탑스텍,자동차용 금속 압형제품 제조업  ,,광주광역시 광산구 용아로 722 (오선동),062-962-0622,광주광역시 광산구_제조업체 현황_20250910.csv
