회사명,업종명,생산품,주소,연락처,출처파일
(주)신기로직스,그 외 자동차용 신품 부품 제조업,,,052-281-2722,울산광역시 북구 제조업체 현황_20251127.csv
(주)신영,자동차 차체용 신품 부품 제조업 외 1 종,,울산광역시 북구 책골길 36 (효문동 신영금속주식회사),052-288-3010,울산광역시 북구 제조업체 현황_20251127.csv
(주)씨티알모빌리티,그 외 자동차용 신품 부품 제조업,,울산광역시 북구 모듈화산업로 115(효문동 센트랄모텍),052-290-1300,울산광역시 북구 제조업체 현황_20251127.csv
(주)아세아스틸,자동차 차체용 신품 부품 제조업 외 1 종,,울산광역시 북구 모듈화산업로 158 (연암동),053-584-0616,울산광역시 북구 제조업체 현황_20251127.csv
(주)아세아철강,자동차 차체용 신품 부품 제조업 외 1 종,,울산광역시 북구 모듈화산업로 146 (연암동 아세아철강(주)),053-584-0616,울산광역시 북구 제조업체 현황_20251127.csv
(주)에스에이치비,자동차 차체용 신품 부품 제조업 외 1 종,,울산광역시 북구 염포로 272-1 (효문동),052-289-8521,울산광역시 북구 제조업체 현황_20251127.csv
(주)에이피(AP),그 외 자동차용 신품 부품 제조업,,울산광역시 북구 매곡산업2길 15 에이동 1층(매곡동 (주)대일매곡산업),052-282-4588,울산광역시 북구 제조업체 현황_20251127.csv
(주)에이피피텍,그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 중산산업3길 7 (중산동),052-710-5200,울산광역시 북구 제조업체 현황_20251127.csv
(주)엔사이트,그 외 자동차용 신품 부품 제조업,,울산광역시 북구 중산산업로 31-7 (중산동),052-287-1505,울산광역시 북구 제조업체 현황_20251127.csv
(주)오성하이테크,자동차용 신품 의자 제조업,,울산광역시 북구 농공단지2길 18 (달천동),052-298-0314,울산광역시 북구 제조업체 현황_20251127.csv
(주)오성하이테크,자동차용 신품 의자 제조업,,울산광역시 북구 농공단지5길 11 (달천동),052-298-0316,울산광역시 북구 제조업체 현황_20251127.csv
(주)와이에스피 울산지점,그 외 자동차용 신품 부품 제조업,,울산광역시 북구 매곡산업6길 24 (매곡동),052-286-1300,울산광역시 북구 제조업체 현황_20251127.csv
(주)용산,그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 무룡로 42 (연암동) 외 4필지,052-287-4646,울산광역시 북구 제조업체 현황_20251127.csv
(주)우리기업,그 외 자동차용 신품 부품 제조업,,울산광역시 북구 중산산업로 39 (중산동),052-288-2184,울산광역시 북구 제조업체 현황_20251127.csv
(주)유니테크,자동차 차체용 신품 부품 제조업,,울산광역시 북구 매곡산업1길 20(매곡동),031-495-8072,울산광역시 북구 제조업체 현황_20251127.csv
(주)유엔아이홀딩스,그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 농공단지4길 31 (달천동),070-7722-8655,울산광역시 북구 제조업체 현황_20251127.csv
(주)윤영테크,자동차용 금속 압형제품 제조업 외 3 종,,울산광역시 북구 모듈화산업로 47 (효문동),052-256-5601,울산광역시 북구 제조업체 현황_20251127.csv
(주)일맥,자동차 구조 및 장치 변경업  외 1 종,,울산광역시 북구 매곡산업4길 55 (매곡동) (주)일맥 울산공장,052-292-7774,울산광역시 북구 제조업체 현황_20251127.csv
(주)제영에스엠티,자동차용 신품 의자 제조업,,울산광역시 북구 농공단지2길 18 (달천동),052-298-0314,울산광역시 북구 제조업체 현황_20251127.csv
(주)지테크,그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 모듈화산업로 50 (효문동 (주)지테크),052-283-0093,울산광역시 북구 제조업체 현황_20251127.csv
(주)진우공업,자동차 차체용 신품 부품 제조업,,울산광역시 북구 모듈화산업로 71 (효문동),052-288-1551,울산광역시 북구 제조업체 현황_20251127.csv
(주)진우공업,자동차 차체용 신품 부품 제조업 외 2 종,,울산광역시 북구 책골길 23-2 (연암동 구유일산업),052-288-1551,울산광역시 북구 제조업체 현황_20251127.csv
(주)진우제이아이에스,자동차 차체용 신품 부품 제조업 외 1 종,,울산광역시 북구 모듈화산업로 71 (효문동),052-289-4513,울산광역시 북구 제조업체 현황_20251127.csv
(주)진웅,그 외 자동차용 신품 부품 제조업 외 4 종,,울산광역시 북구 매곡산업3길 17 (매곡동 진웅엠피아),052-286-8281,울산광역시 북구 제조업체 현황_20251127.csv
(주)카코,그 외 자동차용 신품 부품 제조업,,울산광역시 북구 농공단지1길 32-8 103호(달천동 북구청년창업지원센터),052-295-0428,울산광역시 북구 제조업체 현황_20251127.csv
(주)케이알오토,자동차 차체용 신품 부품 제조업,,울산광역시 북구 효산1길 19(효문동 (주)광명기전),052-911-0888,울산광역시 북구 제조업체 현황_20251127.csv
(주)태양엔진,자동차 재제조 부품 제조업,,울산광역시 북구 매곡산업4길 66(매곡동 (주)태양엔진),052-288-8991,울산광역시 북구 제조업체 현황_20251127.csv
(주)태원,자동차 차체용 신품 부품 제조업 외 1 종,,울산광역시 북구 모듈화산업로 251 (연암동 (주)태원),052-287-0834,울산광역시 북구 제조업체 현황_20251127.csv
(주)태화로직스,자동차 엔진용 신품 부품 제조업,,울산광역시 북구 매곡산업로 15(매곡동),052-287-7552,울산광역시 북구 제조업체 현황_20251127.csv
(주)티에이치엔,자동차용 신품 전기장치 제조업 외 1 종,,울산광역시 북구 매곡산업2길 13 (매곡동 동해전장(주)),052-294-6192,울산광역시 북구 제조업체 현황_20251127.csv
(주)티엠에스,자동차용 금속 압형제품 제조업 외 1 종,,울산광역시 북구 대안1길 201 (대안동 (주)엠비캠),052-281-1184,울산광역시 북구 제조업체 현황_20251127.csv
(주)포커스,자동차 차체용 신품 부품 제조업 외 1 종,,울산광역시 북구 이화산업1길 10 (중산동),052-292-0850,울산광역시 북구 제조업체 현황_20251127.csv
(주)피앤테크,주형 및 금형 제조업,,울산광역시 북구 매곡산업로 35 자동차부품혁신센터협업혁신관 A 1 (매곡동),052-219-4652,울산광역시 북구 제조업체 현황_20251127.csv
(주)한강운수,자동차 엔진용 신품 부품 제조업,,울산광역시 북구 중산산업3길 4 (중산동),052-272-6764,울산광역시 북구 제조업체 현황_20251127.csv
(주)현대공업,자동차용 신품 의자 제조업,,울산광역시 북구 매곡산업5길 28 (매곡동),052-276-1900,울산광역시 북구 제조업체 현황_20251127.csv
(주)현대공업 매곡2공장,그 외 자동차용 신품 부품 제조업,,울산광역시 북구 매곡산업2길 21(매곡동),052-276-1900,울산광역시 북구 제조업체 현황_20251127.csv
(주)현대로직스,그 외 자동차용 신품 부품 제조업,,울산광역시 북구 중산산업2길 21 (중산동),052-289-5380,울산광역시 북구 제조업체 현황_20251127.csv
(주)현대인,자동차 엔진용 신품 부품 제조업 외 2 종,,울산광역시 북구 효문2로 43 (효문동),052-070-0020,울산광역시 북구 제조업체 현황_20251127.csv
(주)협력,그 외 자동차용 신품 부품 제조업 외 4 종,,울산광역시 북구 농공단지2길 10 (달천동 (주)협력),052-281-5200,울산광역시 북구 제조업체 현황_20251127.csv
(주)협력,그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 연암동 691-21번지 외 1필지 외 1필지,052-288-5200,울산광역시 북구 제조업체 현황_20251127.csv
(주)화진기업,그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 중산산업1길 18 (중산동),052-288-3680,울산광역시 북구 제조업체 현황_20251127.csv
AJ아진(주),자동차 차체용 신품 부품 제조업 외 1 종,,울산광역시 북구 효문동 601-1번지 외 1필지,052-287-9955,울산광역시 북구 제조업체 현황_20251127.csv
DOC,그 외 자동차용 신품 부품 제조업,,울산광역시 북구 중산산업3길 24 (중산동),052-911-2310,울산광역시 북구 제조업체 현황_20251127.csv
강호산업(주),그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 모듈화산업로 238 (연암동) 외 1필지,052-287-9192,울산광역시 북구 제조업체 현황_20251127.csv
경민테크,그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 효문동 158-3 번지,052-289-4255,울산광역시 북구 제조업체 현황_20251127.csv
경보기업(주),자동차 엔진용 신품 부품 제조업 외 1 종,,울산광역시 북구 중산산업2길 69 (중산동),052-292-7758,울산광역시 북구 제조업체 현황_20251127.csv
경보산업,자동차 엔진용 신품 부품 제조업 외 4 종,,울산광역시 북구 중산산업2길 69 (중산동),052-292-7758,울산광역시 북구 제조업체 현황_20251127.csv
광성인비스(주),그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 효자로 140 (연암동),052-287-2298,울산광역시 북구 제조업체 현황_20251127.csv
금강기계공업(주),자동차 차체용 신품 부품 제조업 외 1 종,,울산광역시 북구 모듈화산업로 11 (효문동),052-283-7023,울산광역시 북구 제조업체 현황_20251127.csv
금강기계공업(주),자동차 차체용 신품 부품 제조업 외 6 종,,울산광역시 북구 효암로 164 (효문동),052-288-6001,울산광역시 북구 제조업체 현황_20251127.csv
금강철강(주),자동차 차체용 신품 부품 제조업 외 1 종,,울산광역시 북구 효암로 164 (효문동),052-288-6004,울산광역시 북구 제조업체 현황_20251127.csv
기성산업,그 외 자동차용 신품 부품 제조업,,울산광역시 북구 원연암2길 9(연암동),052-294-3968,울산광역시 북구 제조업체 현황_20251127.csv
나라기술,자동차 엔진용 신품 부품 제조업,,울산광역시 북구 매곡산업5길 25 (매곡동),052-296-8166,울산광역시 북구 제조업체 현황_20251127.csv
나원산업 주식회사,자동차용 신품 의자 제조업,,울산광역시 북구 마동안길 42 (매곡동) 외 1필지,054-775-1230,울산광역시 북구 제조업체 현황_20251127.csv
나원산업 주식회사,자동차용 신품 의자 제조업,,울산광역시 북구 매곡산업1길 12(매곡동 (주)대일매곡산업),054-775-1230,울산광역시 북구 제조업체 현황_20251127.csv
대동HI-LEX(주),자동차 차체용 신품 부품 제조업 외 1 종,,울산광역시 북구 모듈화산업로 236 (연암동),052-287-7634,울산광역시 북구 제조업체 현황_20251127.csv
대명산업(주),그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 매곡산업4길 50 (매곡동),052-298-0208,울산광역시 북구 제조업체 현황_20251127.csv
대성전기시스템(주),자동차용 신품 전기장치 제조업,,울산광역시 북구 중산산업2길 49(중산동),052-281-4387,울산광역시 북구 제조업체 현황_20251127.csv
대소정공,그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 송도길 30 (효문동),052-289-0880,울산광역시 북구 제조업체 현황_20251127.csv
대신강업(주) 2공장,그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 책골길 45 696-7번지696-8번지 (연암동),052-287-2563,울산광역시 북구 제조업체 현황_20251127.csv
대신강업(주) 3공장,그 외 자동차용 신품 부품 제조업 외 6 종,,,052-287-2565,울산광역시 북구 제조업체 현황_20251127.csv
대영테크,자동차 엔진용 신품 부품 제조업 외 3 종,,울산광역시 북구 중산산업3길 47 (중산동),,울산광역시 북구 제조업체 현황_20251127.csv
대원강업(주),자동차용 신품 의자 제조업 외 3 종,,울산광역시 북구 송도길 25 (효문동 대원스프링) 외 1필지,052-287-8022,울산광역시 북구 제조업체 현황_20251127.csv
대호기공,그 외 자동차용 신품 부품 제조업,,울산광역시 북구 이화산업1길 14 (중산동),052-298-9997,울산광역시 북구 제조업체 현황_20251127.csv
덕산기업(주),그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 농공단지4길 23-8 (달천동),052-282-6712,울산광역시 북구 제조업체 현황_20251127.csv
덕원산업,자동차 엔진용 신품 부품 제조업 외 1 종,,울산광역시 북구 매곡산업1길 2 (매곡동),052-291-2807,울산광역시 북구 제조업체 현황_20251127.csv
덕원산업,자동차 엔진용 신품 부품 제조업 외 1 종,,울산광역시 북구 중산산업3길 53 (중산동),052-291-2807,울산광역시 북구 제조업체 현황_20251127.csv
덕일기업,그 외 자동차용 신품 부품 제조업,,울산광역시 북구 농공단지1길 54 (달천동),052-281-0013,울산광역시 북구 제조업체 현황_20251127.csv
도림공업(주),그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 중산산업로 75 (중산동 도림공업(주)),052-282-4525,울산광역시 북구 제조업체 현황_20251127.csv
동서기술,자동차 엔진용 신품 부품 제조업,,울산광역시 북구 매곡산업5길 25(매곡동),,울산광역시 북구 제조업체 현황_20251127.csv
동성테크 주식회사,자동차 차체용 신품 부품 제조업,,울산광역시 북구 농공단지1길 42 (달천동),052-289-9433,울산광역시 북구 제조업체 현황_20251127.csv
동성테크 주식회사,자동차 차체용 신품 부품 제조업,,울산광역시 북구 모듈화산업로 108(효문동),052-289-9433,울산광역시 북구 제조업체 현황_20251127.csv
동신산업(주),그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 괴정1길 78 (매곡동 세림공업사),052-295-3181,울산광역시 북구 제조업체 현황_20251127.csv
동신산업(주),그 외 자동차용 신품 부품 제조업 외 4 종,,울산광역시 북구 매곡산업1길 1 (매곡동 동신산업(주)),052-295-3181,울산광역시 북구 제조업체 현황_20251127.csv
동원테크,그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 농공단지4길 44 (달천동),052-266-3893,울산광역시 북구 제조업체 현황_20251127.csv
동원테크놀러지(주),그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 매곡산업3길 5 (매곡동 동원테크놀리지(주)),052-294-9080,울산광역시 북구 제조업체 현황_20251127.csv
디와이덕양(주),자동차용 신품 동력전달장치 제조업 외 1 종,,울산광역시 북구 효암로 366 (연암동 덕양산업(주)),052-219-1194,울산광역시 북구 제조업체 현황_20251127.csv
라인텍,자동차 차체용 신품 부품 제조업,,울산광역시 북구 죽전로 4 (효문동),052-297-7885,울산광역시 북구 제조업체 현황_20251127.csv
마바산업사,그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 9층 907호,052-288-2133,울산광역시 북구 제조업체 현황_20251127.csv
명솔산업,그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 중산산업3길 7 (중산동),052-294-7107,울산광역시 북구 제조업체 현황_20251127.csv
명솔산업,그 외 자동차용 신품 부품 제조업,,울산광역시 북구 중산산업2길 50(중산동 명솔산업),052-294-7107,울산광역시 북구 제조업체 현황_20251127.csv
무진산업㈜,자동차용 신품 의자 제조업,,울산광역시 북구 매곡산업1길 28(매곡동 (주)오토피아),052-289-0406,울산광역시 북구 제조업체 현황_20251127.csv
미진,그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 화정2길 56 (중산동),052-298-8700,울산광역시 북구 제조업체 현황_20251127.csv
삼기산업(주),그 외 자동차용 신품 부품 제조업,,울산광역시 북구 모듈화산업로 50 (효문동 (주)지테크),052-283-5700,울산광역시 북구 제조업체 현황_20251127.csv
삼정이엔지(주),그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 송도길 76 (효문동),052-710-4204,울산광역시 북구 제조업체 현황_20251127.csv
삼종산업,자동차용 신품 의자 제조업 외 2 종,,울산광역시 북구 효산1길 28 (효문동 삼종산업),052-288-4767,울산광역시 북구 제조업체 현황_20251127.csv
삼창산업(주),자동차 엔진용 신품 부품 제조업 외 1 종,,울산광역시 북구 매곡산업4길 7 (매곡동),052-288-9886,울산광역시 북구 제조업체 현황_20251127.csv
성심산업,그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 5층 504호,052-287-8411,울산광역시 북구 제조업체 현황_20251127.csv
성진산업,그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 효산2길 12 (효문동 성진산업),052-288-4261,울산광역시 북구 제조업체 현황_20251127.csv
성현산업(주),그 외 자동차용 신품 부품 제조업 외 4 종,,울산광역시 북구 매곡산업1길 15 (매곡동 성현산업(주)),052-286-0950,울산광역시 북구 제조업체 현황_20251127.csv
송강테크(주),그 외 자동차용 신품 부품 제조업,,울산광역시 북구 매곡산업5길 10(매곡동),052-946-1056,울산광역시 북구 제조업체 현황_20251127.csv
승보정밀,자동차용 금속 압형제품 제조업 외 1 종,,울산광역시 북구 농공단지5길 25 (달천동 승보정밀),052-282-0145,울산광역시 북구 제조업체 현황_20251127.csv
승빈산업,자동차 차체용 신품 부품 제조업,,울산광역시 북구 농공단지4길 31(달천동),,울산광역시 북구 제조업체 현황_20251127.csv
신보로드(주),자동차 차체용 신품 부품 제조업 외 4 종,,울산광역시 북구 무룡로 142 (연암동) 외 1필지,052-267-9008,울산광역시 북구 제조업체 현황_20251127.csv
신승주식회사,자동차용 신품 의자 제조업,,울산광역시 북구 효산2길 12 (효문동 성진산업),052-288-4261,울산광역시 북구 제조업체 현황_20251127.csv
신우산업,자동차 엔진용 신품 부품 제조업,,울산광역시 북구 중산산업3길 22(중산동 신우산업),052-256-1611,울산광역시 북구 제조업체 현황_20251127.csv
신화에스엠지(주),자동차 차체용 신품 부품 제조업,,울산광역시 북구 중산산업3길 36(중산동),052-285-2294,울산광역시 북구 제조업체 현황_20251127.csv
씨아이엠(주),그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 모듈화산업로 113 (효문동),052-287-1480,울산광역시 북구 제조업체 현황_20251127.csv
씨제이대한통운(주),그 외 자동차용 신품 부품 제조업 외 4 종,,울산광역시 북구 매곡산업3길 1 (매곡동 CJGLS(주)),052-282-8922,울산광역시 북구 제조업체 현황_20251127.csv
아시아웰딩,그 외 자동차용 신품 부품 제조업,,울산광역시 북구 산성로 40(효문동 울산지식산업센터) 1호동 7층 723호,052-287-7916,울산광역시 북구 제조업체 현황_20251127.csv
에스제이지세종 주식회사,그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 효자로 82 (효문동 세종공업(주)) 외 3필지,052-219-1556,울산광역시 북구 제조업체 현황_20251127.csv
에스제이지세종㈜,그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 모듈화산업로 36 (효문동),052-290-1826,울산광역시 북구 제조업체 현황_20251127.csv
에이치비씨(주),그 외 자동차용 신품 부품 제조업,,울산광역시 북구 효문1로 9 (효문동),052-988-8662,울산광역시 북구 제조업체 현황_20251127.csv
에이패스,그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 농공단지3길 13 (달천동),052-288-1801,울산광역시 북구 제조업체 현황_20251127.csv
에프유(주),그 외 자동차용 신품 부품 제조업,,울산광역시 북구 모듈화산업로 126 (효문동) 외 1필지,052-256-1463,울산광역시 북구 제조업체 현황_20251127.csv
엔브이에이치오버헤드시스템(주),그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 모듈화산업로 207-14 (연암동 (주)중앙공업),052-283-8713,울산광역시 북구 제조업체 현황_20251127.csv
엔브이에이치오버헤드시스템(주),그 외 자동차용 신품 부품 제조업,,울산광역시 북구 매곡산업6길 2(매곡동),052-283-8715,울산광역시 북구 제조업체 현황_20251127.csv
엠-코리아,자동차 엔진용 신품 부품 제조업,,울산광역시 북구 중산산업3길 22(중산동 신우산업),052-256-1611,울산광역시 북구 제조업체 현황_20251127.csv
영신기업사,그 외 자동차용 신품 부품 제조업,,울산광역시 북구 매곡산업2길 4(매곡동),052-265-8462,울산광역시 북구 제조업체 현황_20251127.csv
영신테크,그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 매곡산업1길 24 (매곡동 영신테크),052-286-8452,울산광역시 북구 제조업체 현황_20251127.csv
영실로직스(주),그 외 자동차용 신품 부품 제조업,,울산광역시 북구 염포로 248-1(진장동 합동공업사) 외 3필지,052-288-8185,울산광역시 북구 제조업체 현황_20251127.csv
영실로직스㈜ 연암지점,그 외 자동차용 신품 부품 제조업,,울산광역시 북구 모듈화산업로 212 (연암동),052-287-3703,울산광역시 북구 제조업체 현황_20251127.csv
오에스(주),그 외 자동차용 신품 부품 제조업,,울산광역시 북구 모듈화산업로 242 (연암동),052-289-5190,울산광역시 북구 제조업체 현황_20251127.csv
오토렉스(주),차체 및 특장차 제조업 외 1 종,,울산광역시 북구 매곡산업6길 1 (매곡동),052-926-1016,울산광역시 북구 제조업체 현황_20251127.csv
오토셰프 주식회사,그 외 기타 일반목적용 기계 제조업 외 1 종,,울산광역시 북구 농공단지4길 40 (달천동) 가동,052-258-3346,울산광역시 북구 제조업체 현황_20251127.csv
우영산업(주),자동차 차체용 신품 부품 제조업 외 1 종,,울산광역시 북구 공단길 56 (연암동),052-287-4488,울산광역시 북구 제조업체 현황_20251127.csv
울산씨에스,자동차용 신품 의자 제조업,,울산광역시 북구 중산산업로 22(중산동 (주)세왕공업),052-707-8890,울산광역시 북구 제조업체 현황_20251127.csv
위너산업,그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 호수2로 52 (호계동),052-281-6603,울산광역시 북구 제조업체 현황_20251127.csv
유한책임회사 대솔아이엠,그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 중산산업3길 1 (중산동),052-282-1037,울산광역시 북구 제조업체 현황_20251127.csv
인성기공(주),그 외 자동차용 신품 부품 제조업 외 3 종,,울산광역시 북구 매곡산업로 83 (매곡동 인성기공(주)),052-287-4824,울산광역시 북구 제조업체 현황_20251127.csv
