회사명,업종명,생산품,주소,연락처,출처파일
(주)정도정밀,자동차용 신품 동력전달장치 제조업 외 8 종,"자동차부품, pzpz,철판, pzpz,철판, pzpz,철판, pzpz,철판, pzpz,철판, pzpz,철판, pzpz,철판, pzpz,철판",경상북도 김천시 어모면 산업단지로 20,054-437-8101,경상북도 김천시_제조업체 등록현황_20251230.csv
주식회사 정도정밀,자동차용 신품 동력전달장치 제조업 외 8 종,"자동차부품, pipz, 철판, pipz, 철판, pipz, 철판, pipz, 철판, pipz, 철판, pipz, 철판, pipz, 철판, pipz, 철판",경상북도 김천시 농공단지2길 35 (신음동) 외 3필지,054-437-8101,경상북도 김천시_제조업체 등록현황_20251230.csv
(주)동진금속,자동차용 신품 동력전달장치 제조업 외 1 종,자동차부품,경상북도 김천시 농공단지2길 30 (신음동) (총 8 필지) 외 7필지,054-430-6644,경상북도 김천시_제조업체 등록현황_20251230.csv
(주)한성이엔지,자동차용 금속 압형제품 제조업,금속압형 제품,경상북도 김천시 어모면 산업단지7로 126,054-434-1729,경상북도 김천시_제조업체 등록현황_20251230.csv
정우하이텍,자동차용 금속 압형제품 제조업,"자동차부품,전자부품",경상북도 김천시 감문면 감문로 1025,054-430-6151,경상북도 김천시_제조업체 등록현황_20251230.csv
(주)동희산업 김천공장,자동차 차체용 신품 부품 제조업 외 4 종,자동차 부품,경상북도 김천시 어모면 산업단지1로 75,054-431-1900,경상북도 김천시_제조업체 등록현황_20251230.csv
동해금속(주),자동차 차체용 신품 부품 제조업 외 4 종,"자동차 부품, 철도 이너프레임, 철도 의자, 금형, JIG, 변압기 외함, 주형 및 금형, 변압기, 공작기계",경상북도 김천시 어모면 산업단지5로 60,,경상북도 김천시_제조업체 등록현황_20251230.csv
주식회사 네오테크,자동차 차체용 신품 부품 제조업 외 2 종,"자동차부품, 자동차부품, 자동차부품",경상북도 김천시 어모면 산업단지9로 31,054-434-9847,경상북도 김천시_제조업체 등록현황_20251230.csv
(주)코아,자동차 차체용 신품 부품 제조업 외 1 종,"차량용 SEAT FRAME, 차량용 SEAT FRAME",경상북도 김천시 남면 농남로 1094 외 3필지,054-911-1700,경상북도 김천시_제조업체 등록현황_20251230.csv
삼진모빌리티(주) 김천지점,자동차 차체용 신품 부품 제조업 외 1 종,"자동차용 부품(배터리 케이스 등), 자동차용 부품(배터리 케이스 등)","경상북도 김천시 독정길 17(응명동, 삼진정밀)",054-434-1545,경상북도 김천시_제조업체 등록현황_20251230.csv
삼진하이테크(주),자동차 차체용 신품 부품 제조업 외 1 종,"전기차 밧데리케이스, 전기차 밧데리케이스",경상북도 김천시 어모면 산업단지로 255,054-434-1545,경상북도 김천시_제조업체 등록현황_20251230.csv
(주)에이엔피크리비즈,자동차 차체용 신품 부품 제조업,자동차부품(cluster 외),경상북도 김천시 어모면 산업단지7로 169,054-910-8023,경상북도 김천시_제조업체 등록현황_20251230.csv
금창하이테크(주),자동차 차체용 신품 부품 제조업,자동차 내외부 패널 사출물 주조물,경상북도 김천시 아포읍 아포공단길 59,070-4350-6980,경상북도 김천시_제조업체 등록현황_20251230.csv
무신플라텍,자동차 차체용 신품 부품 제조업,자동차부품 외,경상북도 김천시 개령면 경상북도 김천시 개령면 황계길 270 외 1필지,054-437-2211,경상북도 김천시_제조업체 등록현황_20251230.csv
에스케이지 주식회사,자동차 차체용 신품 부품 제조업,머플러,경상북도 김천시 어모면 산업단지4로 137,054-439-7400,경상북도 김천시_제조업체 등록현황_20251230.csv
주식회사 파이스티엘에스 김천공장,자동차 차체용 신품 부품 제조업,"EK3플랫폼 LWR CASE, 전기차 밧데리 케이스 커버",경상북도 김천시 공단4길 89 (응명동),054-715-5301,경상북도 김천시_제조업체 등록현황_20251230.csv
태양테크닉,자동차 차체용 신품 부품 제조업,"전기버스 스레임, 전기자동차 배터리 케이스",경상북도 김천시 어모면 산업단지로 245,,경상북도 김천시_제조업체 등록현황_20251230.csv
하나특장,자동차 차체용 신품 부품 제조업,"윙바디, 적재함, 탑 등",경상북도 김천시 농공단지2길 12 (신음동),054-437-6803,경상북도 김천시_제조업체 등록현황_20251230.csv
(주)나우산업 김천공장,자동차 엔진용 신품 부품 제조업 외 2 종,자동차용 실린더 헤드,경상북도 김천시 감문면 감문로 1029-8,054-435-9001,경상북도 김천시_제조업체 등록현황_20251230.csv
(주)계양정밀,자동차 엔진용 신품 부품 제조업 외 1 종,"TURBOCHARGER, TURBOCHARGER",경상북도 김천시 공단4길 32 (응명동) 외 1필지,054-433-5578,경상북도 김천시_제조업체 등록현황_20251230.csv
(주)엘앤에프,자동차 엔진용 신품 부품 제조업 외 1 종,"양극활물질 제조, 자동차 엔진용 신품 부품 제조업",경상북도 김천시 어모면 산업단지1로 83,053-580-0741,경상북도 김천시_제조업체 등록현황_20251230.csv
동성금속(주) 김천공장,자동차 엔진용 신품 부품 제조업 외 1 종,자동차용 엔진베어링,경상북도 김천시 공단4길 57 (응명동),054-430-8400,경상북도 김천시_제조업체 등록현황_20251230.csv
삼금산업(주),자동차 엔진용 신품 부품 제조업 외 1 종,자동차부품,경상북도 김천시 공단4길 69 (응명동),054-432-8480,경상북도 김천시_제조업체 등록현황_20251230.csv
(주)국민진공,자동차 엔진용 신품 부품 제조업,자동차 부품 및 금형 PVD 코팅,경상북도 김천시 어모면 산업단지로 245,054-810-7790,경상북도 김천시_제조업체 등록현황_20251230.csv
(주)모베이스오토,운송장비용 조명장치 제조업,"자동차 헤드램프 하우징, 베젤",경상북도 김천시 어모면 산업단지1로 45,054-436-7644,경상북도 김천시_제조업체 등록현황_20251230.csv
KMS,운송장비 조립용 플라스틱제품 제조업 외 1 종,휴대폰 부품 외 사출,경상북도 김천시 어모면 다남로 239,054-431-8850,경상북도 김천시_제조업체 등록현황_20251230.csv
에이엠디 코리아,분사기 및 소화기 제조업,기계 부품 및 세정기,경상북도 김천시 어모면 산업단지4로 113-5,054-436-5554,경상북도 김천시_제조업체 등록현황_20251230.csv
(주)유에이썬,방송장비 제조업 외 19 종,"차량번호판독기,영상감시장치,정보검색소프트웨어,구내방송장치,배전반",경상북도 김천시 남면 옥산길 38-37,054-436-0530,경상북도 김천시_제조업체 등록현황_20251230.csv
인베닉스,반도체 제조용 기계 제조업 외 1 종,"전자 부품, 정전기 제거장치, 고압 파워",경상북도 김천시 어모면 산업단지4로 249,054-437-0831,경상북도 김천시_제조업체 등록현황_20251230.csv
(주)지오그린모터스,모터사이클 제조업 외 2 종,"전동스쿠터, 태양광발전기","경상북도 김천시 혁신로 303, 3층 304호 (율곡동)",054-432-8322,경상북도 김천시_제조업체 등록현황_20251230.csv
금오실업,도장 및 기타 피막처리업,자동차 부품 도장,경상북도 김천시 아포읍 아포공단길 24,054-434-6227,경상북도 김천시_제조업체 등록현황_20251230.csv
현정(주),기타 주변기기 제조업,자동차 내장 사출 보호필름,경상북도 김천시 아포읍 아포공단길 162,054-431-2771,경상북도 김천시_제조업체 등록현황_20251230.csv
위드시스템㈜,기타 반도체소자 제조업 외 1 종,"전자부품, 소켓부품, 전자부품, 소켓부품",경상북도 김천시 어모면 산업단지9로 30,054-435-7989,경상북도 김천시_제조업체 등록현황_20251230.csv
주식회사 엔아이에프,기타 무선 통신장비 제조업 외 6 종,"prc-999k 부품, 송수화기, 풍향풍속 측정계, 지뢰살포기 분배함, 장갑차 호스조립체, 군용 공구상자,  차량용 계기판","경상북도 김천시 혁신8로 5,(일부) (율곡동, 율곡테크노밸리) 1동 5층 502호",054-434-0901,경상북도 김천시_제조업체 등록현황_20251230.csv
주식회사 나우이노,기타 무선 통신장비 제조업 외 15 종,"prc-999k 부품, 지뢰살포기 분배함, 낙뢰보호기, 케이블조립체, 절연코드세트, 장갑차호스조립체, 송수화기, 저공풍지지대, 압축분사기, 무전기용 어댑터조립체, 발칸용 조준경, 직류시동발전기, 무전기배터리, 차량용계기판, 군용 차량배터리","경상북도 김천시 해오름1로1길 6-10, 2층 (율곡동)",054-434-0901,경상북도 김천시_제조업체 등록현황_20251230.csv
(주)나우이노,기타 무선 통신장비 제조업 외 14 종,"prc-999k 부품, 지뢰살포기 분배함, 낙뢰보호기, 케이블조립체, 절연코드세트, 장갑차호조립체, 송수화기, 저공풍지지대, 압축분사기, 무전기용 어댑터조립체, 발칸용 조준경, 직류시동발전기, 무전기배터리, 차량용계기판, 군용차량배터리","경상북도 김천시 혁신로 288-5, 202호(율곡동) 202호",054-434-0901,경상북도 김천시_제조업체 등록현황_20251230.csv
(주)에이앤씨인터내셔널,기타 무선 통신장비 제조업,무전기 부품,"경상북도 김천시 혁신로 288-5, 1층 102호  (율곡동) 1층 102호",054-434-0901,경상북도 김천시_제조업체 등록현황_20251230.csv
주식회사 미래인더스트리,기타 구조용 금속제품 제조업 외 5 종,"상하수도 부품, 수도미터 온수미터, 플라스틱제품, 플라스틱제 건축 구조재, 조립식 건물 제조(금속제), 계량기 제조(적산계기)",경상북도 김천시 어모면 산업단지6로 52,054-431-0100,경상북도 김천시_제조업체 등록현황_20251230.csv
주식회사 엔아이티,기타 광학기기 및 사진기 제조업 외 15 종,"prc-999k 부품, 지뢰살포기 분배함, 낙뢰보호기, 케이블조립체, 절연코드세트, 장갑차호스조립체, 송수화기, 저공풍 지지대, 압축분사기, 무전기용 어댑터조립체, 발칸 조준기 제조, 직류시동발전기, 무전기 배터리, 차량용 계기판, 차량용 배터리","경상북도 김천시 혁신로 288-5, 303호(율곡동, 스네일파크)(율곡동)",054-434-0901,경상북도 김천시_제조업체 등록현황_20251230.csv
네덱(주),기억장치 제조업 외 3 종,"휴대폰,SSD,자동차 부품, 휴대폰,SSD,자동차 부품, 휴대폰,SSD,자동차 부품, 휴대폰,SSD,자동차 부품",경상북도 김천시 농소면 벽봉로 1766 외 1필지,054-439-3922,경상북도 김천시_제조업체 등록현황_20251230.csv
(주)다원시스,기관차 및 기타 철도차량 제조업 외 4 종,"철도차량개조,개량","경상북도 김천시 어모면 어모로 447, 외 23필지",054-435-6822,경상북도 김천시_제조업체 등록현황_20251230.csv
스틸엔텍,금속탱크 및 저장용기 제조업 외 1 종,"버섯 살균솥, 톱밥믹서기, 기타 기계류, 철도시설 관련부품, 태양광시설 부품, 버섯 살균솥, 톱밥믹서기, 기타 기계류, 철도시설 관련부품, 태양광시설 부품",경상북도 김천시 봉산면 봉산1로 333,054-433-5963,경상북도 김천시_제조업체 등록현황_20251230.csv
(주)테스크,그 외 자동차용 신품 부품 제조업 외 9 종,"자동차용 매연 저감장치, 자동차용 매연 저감장치, 자동차용 매연 저감장치, 자동차용 매연 저감장치, 자동차용 매연 저감장치, 자동차용 매연 저감장치, 자동차용 매연 저감장치, 자동차용 매연 저감장치, 자동차용 매연 저감장치, 자동차용 매연 저감장치",경상북도 김천시 어모면 산업단지로 20,054-437-8101,경상북도 김천시_제조업체 등록현황_20251230.csv
부광산업 주식회사,그 외 자동차용 신품 부품 제조업 외 4 종,"주물,맨홀뚜껑",경상북도 김천시 농공단지2길 70 (신음동),054-432-3991,경상북도 김천시_제조업체 등록현황_20251230.csv
삼금공업(주),그 외 자동차용 신품 부품 제조업 외 4 종,자동차부품,경상북도 김천시 공단4길 69 (응명동),054-432-1869,경상북도 김천시_제조업체 등록현황_20251230.csv
(주)예원테크,그 외 자동차용 신품 부품 제조업 외 3 종,"자동차부품, 자동차부품, 자동차부품, 자동차부품",경상북도 김천시 공단1길 11-23 (대광동),070-7738-2818,경상북도 김천시_제조업체 등록현황_20251230.csv
(주)예원테크 제2공장,그 외 자동차용 신품 부품 제조업 외 3 종,"자동차 도장 부품, 자동차 도장 부품, 자동차 도장 부품, 자동차 도장 부품",경상북도 김천시 공단로 118 (대광동),054-437-2832,경상북도 김천시_제조업체 등록현황_20251230.csv
(주)티케이,그 외 자동차용 신품 부품 제조업 외 3 종,자동차문 손잡이 부품 및 자동차 내/외장 제품,경상북도 김천시 남면 농남로 620,054-431-4391,경상북도 김천시_제조업체 등록현황_20251230.csv
대광,그 외 자동차용 신품 부품 제조업 외 3 종,"자동차부품, 자동차부품, 자동차부품, 자동차부품",경상북도 김천시 아포읍 대신길 247-13 외 4필지,054-436-5474,경상북도 김천시_제조업체 등록현황_20251230.csv
삼영중기정비,그 외 자동차용 신품 부품 제조업 외 3 종,건설기계정비,경상북도 김천시 농공단지2길 12 (신음동),054-433-3030,경상북도 김천시_제조업체 등록현황_20251230.csv
주식회사 와이케이테크,그 외 자동차용 신품 부품 제조업 외 3 종,"Air Compressor Part, Air Compressor Part, Air Compressor Part, Air Compressor Part",경상북도 김천시 공단로 111 (대광동),054-431-2318,경상북도 김천시_제조업체 등록현황_20251230.csv
주식회사 지.씨.에스,그 외 자동차용 신품 부품 제조업 외 3 종,"Air Compressor Ass'Y, Air Compressor Ass'Y, Air Compressor Ass'Y, Air Compressor Ass'Y",경상북도 김천시 공단로 111 (대광동),054-439-8960,경상북도 김천시_제조업체 등록현황_20251230.csv
동원테크놀러지(주),그 외 자동차용 신품 부품 제조업 외 1 종,"자동차 부품(헤드램프 하우징 외), 조명장치",경상북도 김천시 어모면 다남로 268,054-437-1141,경상북도 김천시_제조업체 등록현황_20251230.csv
(주)태동테크,그 외 자동차용 신품 부품 제조업,"하이그로시 도장, 사출",경상북도 김천시 어모면 산업단지8로 16,054-433-9957,경상북도 김천시_제조업체 등록현황_20251230.csv
(주)태진,그 외 자동차용 신품 부품 제조업,"자동차부품 외장재 및 내장재, 스포일러, 덕트",경상북도 김천시 어모면 산업단지7로 114,054-979-3790,경상북도 김천시_제조업체 등록현황_20251230.csv
미래오토모빌 주식회사,그 외 자동차용 신품 부품 제조업,Turbine Housing(자동차부품),경상북도 김천시 어모면 산업단지7로 103,054-435-8867,경상북도 김천시_제조업체 등록현황_20251230.csv
주식회사 삼송 김천공장,그 외 자동차용 신품 부품 제조업,전기차 배터리팩 쿨링 블록,경상북도 김천시 공단로 178 (대광동),054-434-0639,경상북도 김천시_제조업체 등록현황_20251230.csv
코오롱스페이스웍스(주),그 외 자동차용 신품 부품 제조업,열가소성 복합소재 등,경상북도 김천시 어모면 산업단지4로 75,02-3677-3114,경상북도 김천시_제조업체 등록현황_20251230.csv
(주)미래,그 외 기타 플라스틱 제품 제조업 외 8 종,자동차부품 외,경상북도 김천시 개령면 광한1길 497 외 8필지,054-420-5311,경상북도 김천시_제조업체 등록현황_20251230.csv
(주)용진,그 외 기타 플라스틱 제품 제조업,자동차 배터리 케이스,경상북도 김천시 아포읍 아포공단길 111 ((주)용진),054-435-6017,경상북도 김천시_제조업체 등록현황_20251230.csv
광승금형,그 외 기타 플라스틱 제품 제조업,LCD부품,경상북도 김천시 아포읍 대신길 490 ((주)곽승),054-431-2844,경상북도 김천시_제조업체 등록현황_20251230.csv
이디에스 주식회사,그 외 기타 전자부품 제조업 외 9 종,"유선통신장비, 경보장치, 비상경보기",경상북도 김천시 혁신8로 5 (율곡동) 율곡테크노밸리 1동 2층 216호,054-436-4501,경상북도 김천시_제조업체 등록현황_20251230.csv
(주)골드테크,그 외 기타 전자부품 제조업 외 4 종,"전자부품 성형용기, 전자부품 성형용기, 전자부품 성형용기, 전자부품 성형용기, 전자부품 성형용기",경상북도 김천시 어모면 산업단지3로 57,054-910-7337,경상북도 김천시_제조업체 등록현황_20251230.csv
(주)대화정공,그 외 기타 전자부품 제조업 외 3 종,전자부품,경상북도 김천시 아포읍 대신길 330 ((주)대화정공),054-430-1701,경상북도 김천시_제조업체 등록현황_20251230.csv
(주)프로트로닉스,그 외 기타 전자부품 제조업 외 2 종,"비디오, 기타 영상기기 부품, 영상구동용SMD세트부품",경상북도 김천시 아포읍 인2길 237 외 5필지,054-431-2701,경상북도 김천시_제조업체 등록현황_20251230.csv
덕우전자㈜,그 외 기타 전자부품 제조업 외 2 종,"Stiffener, Bracket, Chassis, ABS/EPS 모터 부품, 기타 전자 부품 등",경상북도 김천시 어모면 산업단지로 320,054-910-9930,경상북도 김천시_제조업체 등록현황_20251230.csv
(주)케이 엔 에이치,그 외 기타 전자부품 제조업 외 1 종,전원제어장치,경상북도 김천시 대항면 덕전리 972번지,053-604-1095,경상북도 김천시_제조업체 등록현황_20251230.csv
(주)화동전자,그 외 기타 전자부품 제조업 외 1 종,mambrane switch,경상북도 김천시 아포읍 아포공단길 35 ((주)화동전자),054-431-8321,경상북도 김천시_제조업체 등록현황_20251230.csv
주식회사 에이아이프로,그 외 기타 전자부품 제조업,산업용 게이트웨이,"경상북도 김천시 혁신8로 5, 514호(율곡동, 율곡테크노밸리) 514호",054-436-6799,경상북도 김천시_제조업체 등록현황_20251230.csv
(주)유니켐,그 외 기타 분류 안된 화학제품 제조업 외 3 종,"세정액, 부동액 등 자동차용 케미컬 용품, 세정액, 부동액 등 자동차용 케미컬 용품, 세정액, 부동액 등 자동차용 케미컬 용품, 세정액, 부동액 등 자동차용 케미컬 용품",경상북도 김천시 감문면 감문로 1029-38,054-431-4922,경상북도 김천시_제조업체 등록현황_20251230.csv
우주정밀,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,"전면판, UNIT(방송 통신장비 부품), 금속제",경상북도 김천시 농공단지2길 57 (신음동),054-436-2121,경상북도 김천시_제조업체 등록현황_20251230.csv
하나SR,그 외 기타 고무제품 제조업,수지 및 고무부품,경상북도 김천시 아포읍 포아로 92,054-435-1797,경상북도 김천시_제조업체 등록현황_20251230.csv
(주)재영테크,구조용 금속 판제품 및 공작물 제조업 외 2 종,"주형 및 금형, 구조용 금속판, 자동차용 전기장치 제조, 구조용 금속 판제품 및 금속공작물 제조, 배선 장치",경상북도 김천시 어모면 다남로 166,054-433-7544,경상북도 김천시_제조업체 등록현황_20251230.csv
주윤알피(R.P)산업,고무패킹류 제조업 외 5 종,"부트피스톤(자동차용),정수및하수처리장치,슬러지수집기,탈수장치,제진기,크레인,컨베이어장치,탈취기",경상북도 김천시 아포읍 포아로 113 외 2필지,054-430-5281,경상북도 김천시_제조업체 등록현황_20251230.csv
한성특수고무,고무패킹류 제조업 외 1 종,"부트피스톤(자동차용), 부트피스톤(자동차용)",경상북도 김천시 아포읍 포아로 127,054-435-6082,경상북도 김천시_제조업체 등록현황_20251230.csv
김천종합중기,건설 및 채광용 기계장비 제조업,중기부품 가공제작,경상북도 김천시 농공단지길 20-20 (신음동),054-439-9697,경상북도 김천시_제조업체 등록현황_20251230.csv
선돌밧데리,건설 및 채광용 기계장비 제조업,건설기계부품 및 건설기계정비,경상북도 김천시 농소면 농남로 204-4,054-439-9332,경상북도 김천시_제조업체 등록현황_20251230.csv
신라종합건기(주),건설 및 채광용 기계장비 제조업,굴착기 부품 외,경상북도 김천시 어모면 산업단지5로 140,054-430-1366,경상북도 김천시_제조업체 등록현황_20251230.csv
혁신건설기계,건설 및 채광용 기계장비 제조업,건설기계부품,경상북도 김천시 농소면 용시길 29-13,054-437-0844,경상북도 김천시_제조업체 등록현황_20251230.csv
마성산업(주),자동차 차체용 신품 부품 제조업 외 2 종,,경상북도 문경시 마성면 오천리 894번지 외 2필지,054-571-4155,경상북도 문경시_제조업체 현황_20250911.csv
(주)성신알에스티 문경,기관차 및 기타 철도차량 제조업 외 1종,,문경시 마성면 외어1길 75,054-572-5000,경상북도 문경시_제조업체 현황_20250911.csv
(주)에스엠아이이엔지,자동차용 금속 압형제품 제조업 외 1종,,문경시 마성면 동성길 74,054-571-7621,경상북도 문경시_제조업체 현황_20250911.csv
동화건설기계정비공장,건설 및 채광용 기계장비 제조업,,"문경시 용지마길 11 (윤직동, 동화자동차정비공장)",054-555-0051,경상북도 문경시_제조업체 현황_20250911.csv
(주)그린텍,그외 기타 자동차 부품 제조업,,성주군 성주읍 성주산업단지로1길 120,054-933-4502,경상북도 성주군_제조업체 현황_20180731.csv
(주)문루프,그외 기타 자동차 부품 제조업,,성주군 성주읍 성주산업단지로 80,,경상북도 성주군_제조업체 현황_20180731.csv
(주)제로벡,그외 기타 자동차 부품 제조업,,성주군 성주읍 성주산업단지로 78,,경상북도 성주군_제조업체 현황_20180731.csv
성산테크(주),그외 기타 자동차 부품 제조업,,성주군 성주읍 예산리 939번지,053-582-1185,경상북도 성주군_제조업체 현황_20180731.csv
우성테크,그외 기타 자동차 부품 제조업,,성주군 성주읍 성주산업단지로 82,053-588-5720,경상북도 성주군_제조업체 현황_20180731.csv
육일FGC,그외 기타 자동차 부품 제조업,,성주군 성주읍 성주산업단지로 58-13,054-933-7041,경상북도 성주군_제조업체 현황_20180731.csv
(주)금성지앤씨,그외 기타 자동차 부품 제조업,,성주군 초전면 주천로 1280,,경상북도 성주군_제조업체 현황_20180731.csv
(주)남경티이씨,그외 기타 자동차 부품 제조업,,성주군 금수면 대금로 290,054-931-9370,경상북도 성주군_제조업체 현황_20180731.csv
(주)디지에쓰,그외 기타 자동차 부품 제조업,,성주군 선남면 성주로 3758,054-931-9567,경상북도 성주군_제조업체 현황_20180731.csv
(주)디지에쓰,그외 기타 자동차 부품 제조업,,성주군 선남면 관용로 297,054-931-9567,경상북도 성주군_제조업체 현황_20180731.csv
(주)에이엔티,그외 기타 자동차 부품 제조업,,성주군 선남면 신부길 6,054-933-7198,경상북도 성주군_제조업체 현황_20180731.csv
(주)엠에스엘,그외 기타 자동차 부품 제조업,,성주군 용암면 사곡공단2길 22,054-933-7722,경상북도 성주군_제조업체 현황_20180731.csv
(주)이루테크,그외 기타 자동차 부품 제조업,,성주군 선남면 취곡리 249-1번지,,경상북도 성주군_제조업체 현황_20180731.csv
SW테크,그외 기타 자동차 부품 제조업,,성주군 선남면 도성리 860-1번지,054-933-5734,경상북도 성주군_제조업체 현황_20180731.csv
대서산업,그외 기타 자동차 부품 제조업,,성주군 용암면 동락2길 138-23,054-931-8907,경상북도 성주군_제조업체 현황_20180731.csv
대원스프링(주),그외 기타 자동차 부품 제조업,,성주군 월항면 유월공단길 69,054-931-9698,경상북도 성주군_제조업체 현황_20180731.csv
대유정공(주),그외 기타 자동차 부품 제조업,,성주군 성주읍 주천로 248-39,054-931-5388,경상북도 성주군_제조업체 현황_20180731.csv
디지글로벌,그외 기타 자동차 부품 제조업,,성주군 선남면 취곡리 266-16번지,054-933-8188,경상북도 성주군_제조업체 현황_20180731.csv
성암오토 주식회사,그외 기타 자동차 부품 제조업,,성주군 용암면 운용로 871,054-930-8600,경상북도 성주군_제조업체 현황_20180731.csv
세광연마,그외 기타 자동차 부품 제조업,,성주군 선남면 유서리길 87-12,054-933-2345,경상북도 성주군_제조업체 현황_20180731.csv
씨에스,그외 기타 자동차 부품 제조업,,성주군 선남면 취곡리 265-1번지,,경상북도 성주군_제조업체 현황_20180731.csv
앤트테크,그외 기타 자동차 부품 제조업,,성주군 선남면 성주로 3757-17,054-933-7198,경상북도 성주군_제조업체 현황_20180731.csv
영창테크,그외 기타 자동차 부품 제조업,,"성주군 선남면 명관로 337-74,",054-931-8083,경상북도 성주군_제조업체 현황_20180731.csv
오성정밀,그외 기타 자동차 부품 제조업,,성주군 선남면 명관로 413-19,054-931-9598,경상북도 성주군_제조업체 현황_20180731.csv
우리산업,그외 기타 자동차 부품 제조업,,성주군 선남면 도성리 470번지,054-932-2221,경상북도 성주군_제조업체 현황_20180731.csv
유월테크,그외 기타 자동차 부품 제조업,,성주군 월항면 유월공단길 79,054-933-2581,경상북도 성주군_제조업체 현황_20180731.csv
