회사명,업종명,생산품,주소,연락처,출처파일
미래피앤씨,그 외 기타 전자부품 제조업 외 1 종,,인천광역시 부평구 안남로402번길 84 (청천동),,인천광역시 부평구_공장 등록 현황_20251101.csv
미송전자,전자부품 실장기판 제조업 외 1 종,,"인천광역시 부평구 평천로199번길 34, 3층 F-2호실(청천동)",,인천광역시 부평구_공장 등록 현황_20251101.csv
부평서비스기아오토큐(합),도장 및 기타 피막처리업,,인천광역시 부평구 청중로 104(청천동),,인천광역시 부평구_공장 등록 현황_20251101.csv
부평자동차공업사,도장 및 기타 피막처리업,,인천광역시 부평구 안남로369번길 2 (청천동),,인천광역시 부평구_공장 등록 현황_20251101.csv
비엔제이전자,그 외 기타 전자부품 제조업 외 1 종,,인천광역시 부평구 안남로418번길 27 (청천동),,인천광역시 부평구_공장 등록 현황_20251101.csv
상아일렉트론,그 외 기타 전자부품 제조업 외 1 종,,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) B동 3층 304호",,인천광역시 부평구_공장 등록 현황_20251101.csv
서림와이어컷팅,그 외 기타 전자부품 제조업 외 2 종,,"인천광역시 부평구 백범로577번길 20 (십정동, 경인센타)",,인천광역시 부평구_공장 등록 현황_20251101.csv
서유전자(주),전자부품 실장기판 제조업,,인천광역시 부평구 백범로568번길 22 (십정동),,인천광역시 부평구_공장 등록 현황_20251101.csv
서진전자,전자부품 실장기판 제조업,,"인천광역시 부평구 부평대로 301 8층 806호 (청천동, 남광센트렉스) 8층 806호 외 1필지",,인천광역시 부평구_공장 등록 현황_20251101.csv
서현오토메이션,배전반 및 전기 자동제어반 제조업,,"인천광역시 부평구 부평대로 337, 7층 725호(청천동, 부평 제이타워3차 지식산업센터) 7층 725호",,인천광역시 부평구_공장 등록 현황_20251101.csv
성광정밀,자동차 엔진용 신품 부품 제조업 외 1 종,,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) B동 B1층 B119호",,인천광역시 부평구_공장 등록 현황_20251101.csv
성진보링,자동차 재제조 부품 제조업,,"인천광역시 부평구 부평북로 38-1(청천동, 성진정밀)",,인천광역시 부평구_공장 등록 현황_20251101.csv
세기,그 외 자동차용 신품 부품 제조업,,,,인천광역시 부평구_공장 등록 현황_20251101.csv
세인기술,그 외 기타 전자부품 제조업 외 1 종,,"인천광역시 부평구 부평대로 301 6층 620호 (청천동, 남광센트렉스) 6층 620호",,인천광역시 부평구_공장 등록 현황_20251101.csv
세준전자,그 외 기타 전자부품 제조업,,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) C동 1층 107호",,인천광역시 부평구_공장 등록 현황_20251101.csv
수연테크,그 외 기타 전자부품 제조업 외 1 종,,"인천광역시 부평구 평천로199번길 34, 1층 B-1호 (청천동)",,인천광역시 부평구_공장 등록 현황_20251101.csv
시대산업전자(주),그 외 기타 전자부품 제조업,,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) C동 11층 1105호",,인천광역시 부평구_공장 등록 현황_20251101.csv
신성엘리베이터(주),전자부품 실장기판 제조업,,"인천광역시 부평구 영성중로 50, 미래타워 201 (삼산동)",,인천광역시 부평구_공장 등록 현황_20251101.csv
신성정밀(주),그 외 기타 전자부품 제조업 외 1 종,,인천광역시 부평구 백범로604번길 30 (십정동),,인천광역시 부평구_공장 등록 현황_20251101.csv
신우테크,전자부품 실장기판 제조업,,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) A동 3층 308-B호",,인천광역시 부평구_공장 등록 현황_20251101.csv
썬테크,그 외 기타 전자부품 제조업,,"인천광역시 부평구 부평대로 337, 7층 752호 (청천동, 부평 제이타워3차 지식산업센터) 7층 752호",,인천광역시 부평구_공장 등록 현황_20251101.csv
에버존,그 외 기타 전자부품 제조업 외 1 종,,"인천광역시 부평구 새벌로 44, 416 (청천동)",,인천광역시 부평구_공장 등록 현황_20251101.csv
에스오텍,전자부품 실장기판 제조업,,"인천광역시 부평구 평천로255번길 13, 3층 304호(청천동) 3층 304호",,인천광역시 부평구_공장 등록 현황_20251101.csv
에스콘이엔지,그 외 기타 전자부품 제조업 외 1 종,,"인천광역시 부평구 부평대로 283, B동 8층 806 (청천동, 부평 우림라이온스밸리)",,인천광역시 부평구_공장 등록 현황_20251101.csv
에어울프,그 외 기타 전자부품 제조업 외 1 종,,"인천광역시 부평구 동수로 129, 지하1층 (부개동)",,인천광역시 부평구_공장 등록 현황_20251101.csv
에이드팩토리,전자부품 실장기판 제조업,,"인천광역시 부평구 백범로577번길 20, (십정동, 경인센타) 공장동 4층 416호",,인천광역시 부평구_공장 등록 현황_20251101.csv
에이앤엘코퍼레이션 주식회사,그 외 기타 전자부품 제조업,,"인천광역시 부평구 부평북로236번길 49, 2층 (청천동)",,인천광역시 부평구_공장 등록 현황_20251101.csv
에이치에프(HF),그 외 기타 전자부품 제조업,,"인천광역시 부평구 주부토로 236, (갈산동, 인천테크노밸리 U1센터) A동 10층 S1015호",,인천광역시 부평구_공장 등록 현황_20251101.csv
에이치테크,자동차용 금속 압형제품 제조업 외 1 종,,인천광역시 부평구 서달로298번길 87-17(청천동),,인천광역시 부평구_공장 등록 현황_20251101.csv
에코너지 오토모티브(주),농업 및 임업용 기계 제조업 외 2 종,,"인천광역시 부평구 부평대로 337 8층 846호 (청천동, 부평 제이타워3차 지식산업센터) 8층 846호",,인천광역시 부평구_공장 등록 현황_20251101.csv
에프에이시스템(주),그 외 기타 전자부품 제조업,,"인천광역시 부평구 부평대로 337, 5층 530호 (청천동, 부평 제이타워3차 지식산업센터) 5층 530호",,인천광역시 부평구_공장 등록 현황_20251101.csv
엘앤씨 오토메이션,산업용 로봇 제조업,,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) B동 B1층 B104호",,인천광역시 부평구_공장 등록 현황_20251101.csv
엠씨테크놀로지(주),그 외 기타 전자부품 제조업 외 6 종,,"인천광역시 부평구 부평북로 47 (청천동) 2층, 3층",,인천광역시 부평구_공장 등록 현황_20251101.csv
영전자,그 외 기타 전자부품 제조업,,"인천광역시 부평구 부평대로 337, 10층 1024호(청천동, 부평 제이타워3차 지식산업센터) 10층 1024호",,인천광역시 부평구_공장 등록 현황_20251101.csv
오토나서울,애니메이션 영화 및 비디오물 제작업,,"인천광역시 부평구 부평대로 293, 10층 1023호 (청천동, 부평테크시티) 10층 1023호",,인천광역시 부평구_공장 등록 현황_20251101.csv
오토서브,모터사이클 제조업 외 1 종,,"인천광역시 부평구 부평대로 283, C동 B2층 B218 (청천동, 부평 우림라이온스밸리)",,인천광역시 부평구_공장 등록 현황_20251101.csv
오토서브 제2공장,수동식 식품 가공기기 및 금속 주방용기 제조업,,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) C동 B1층 B119호",,인천광역시 부평구_공장 등록 현황_20251101.csv
오토스마텍,환경 관련 엔지니어링 서비스업 외 1 종,,"인천광역시 부평구 부평대로 337, 4층 427호 (청천동, 부평 제이타워3차 지식산업센터) 4층 427호",,인천광역시 부평구_공장 등록 현황_20251101.csv
오토에프에이,산업용 로봇 제조업,,"인천광역시 부평구 부평대로 337, 6층 643호 (청천동, 부평 제이타워3차 지식산업센터) 6층 643호",,인천광역시 부평구_공장 등록 현황_20251101.csv
와이에스,그 외 기타 전자부품 제조업 외 1 종,,"인천광역시 부평구 새벌로 45, 415-2 (청천동)",,인천광역시 부평구_공장 등록 현황_20251101.csv
우경MIT,그 외 자동차용 신품 부품 제조업 외 3 종,,인천광역시 부평구 새벌로 12 (청천동),,인천광역시 부평구_공장 등록 현황_20251101.csv
우리산업,그 외 기타 전자부품 제조업 외 1 종,,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) B동 B1층 B107-C호",,인천광역시 부평구_공장 등록 현황_20251101.csv
우림산업,그 외 자동차용 신품 부품 제조업 외 3 종,,인천광역시 부평구 청천2동 45번지 우림라이온스밸리 B동 406호,,인천광역시 부평구_공장 등록 현황_20251101.csv
원솔루션,그 외 기타 전자부품 제조업,,"인천광역시 부평구 부평대로 337, 4층 411호 (청천동, 부평 제이타워3차 지식산업센터) 4층 411호",,인천광역시 부평구_공장 등록 현황_20251101.csv
유니트전자(주),그 외 기타 전자부품 제조업,,"인천광역시 부평구 부평대로 337, 7층 703호 (청천동, 부평 제이타워3차 지식산업센터) 7층 703호",,인천광역시 부평구_공장 등록 현황_20251101.csv
유일시스템,그 외 기타 전자부품 제조업,,"인천광역시 부평구 부평대로 301 4층 408-1호 (청천동, 남광센트렉스) 4층 408-1호",,인천광역시 부평구_공장 등록 현황_20251101.csv
유진이엔지,그 외 자동차용 신품 부품 제조업 외 3 종,,인천광역시 부평구 가좌로96번길 67 (십정동),,인천광역시 부평구_공장 등록 현황_20251101.csv
유진전자,시계 및 시계부품 제조업,,"인천광역시 부평구 청천마차로 20, 2층 (청천동)",,인천광역시 부평구_공장 등록 현황_20251101.csv
유한,그 외 기타 전자부품 제조업 외 1 종,,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) C동 8층 809-B호",,인천광역시 부평구_공장 등록 현황_20251101.csv
유현테크,자동차용 금속 압형제품 제조업,,"인천광역시 부평구 백범로577번길 20, (십정동, 경인센타) 공장동 5층 518호",,인천광역시 부평구_공장 등록 현황_20251101.csv
이노다임,그 외 기타 전자부품 제조업,,"인천광역시 부평구 주부토로 236,(갈산동) 제비동 9층 920호",,인천광역시 부평구_공장 등록 현황_20251101.csv
이룸티앤아이,그 외 기타 전자부품 제조업,,"인천광역시 부평구 부평대로 337, 10층 1016호 (청천동, 부평 제이타워3차 지식산업센터) 10층 1016호",,인천광역시 부평구_공장 등록 현황_20251101.csv
이에스텍,전자부품 실장기판 제조업,,,,인천광역시 부평구_공장 등록 현황_20251101.csv
이엠씨이노베이션 주식회사,그 외 기타 전자부품 제조업,,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) B동 9층 909호",,인천광역시 부평구_공장 등록 현황_20251101.csv
이엠씨이노베이션(주),그 외 기타 전자부품 제조업,,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) B동 7층 711호",,인천광역시 부평구_공장 등록 현황_20251101.csv
이지오토디자인(주),액체 여과기 제조업,,"인천광역시 부평구 부평대로 337, 5층 511호(청천동, 부평 제이타워3차 지식산업센터) 5층 511호",,인천광역시 부평구_공장 등록 현황_20251101.csv
인호정밀,전자부품 실장기판 제조업,,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) B동 B1층 B113호",,인천광역시 부평구_공장 등록 현황_20251101.csv
일도전자,그 외 기타 전자부품 제조업 외 1 종,,인천광역시 부평구 새벌로 15 (청천동),,인천광역시 부평구_공장 등록 현황_20251101.csv
일도전자,전자부품 실장기판 제조업,,"인천광역시 부평구 새벌로 15, 2층(청천동)",,인천광역시 부평구_공장 등록 현황_20251101.csv
정도디스플레이,그 외 기타 전자부품 제조업 외 1 종,,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) C동 4층 405호",,인천광역시 부평구_공장 등록 현황_20251101.csv
정도디스플레이,그 외 기타 전자부품 제조업 외 1 종,,"인천광역시 부평구 부평대로 301 5층 524호 (청천동, 남광센트렉스) 5층 524호",,인천광역시 부평구_공장 등록 현황_20251101.csv
제이앤비테크,전자부품 실장기판 제조업,,"인천광역시 부평구 백범로577번길 20, (십정동, 경인센타) 공장동 7층 744호",,인천광역시 부평구_공장 등록 현황_20251101.csv
제이에스오토모티브(주),자동차용 신품 전기장치 제조업 외 6 종,,인천광역시 부평구 평천로73번길 19 (청천동),,인천광역시 부평구_공장 등록 현황_20251101.csv
제이엘테크,그 외 기타 전자부품 제조업,,"인천광역시 부평구 새벌로 15, 2층(청천동)",,인천광역시 부평구_공장 등록 현황_20251101.csv
제이오토먼트,비주거용 건물 임대업,,"인천광역시 부평구 평천로255번길 13, 3층 305호 (청천동) 3층 305호",,인천광역시 부평구_공장 등록 현황_20251101.csv
종화철강,자동차용 금속 압형제품 제조업 외 1 종,,인천광역시 부평구 부평북로 42 (청천동),,인천광역시 부평구_공장 등록 현황_20251101.csv
주경정밀,자동차용 금속 압형제품 제조업 외 1 종,,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) C동 B2층 B227호",,인천광역시 부평구_공장 등록 현황_20251101.csv
주식회사 닷,그 외 기타 전자부품 제조업 외 1 종,,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) C동 5층 510-C호",,인천광역시 부평구_공장 등록 현황_20251101.csv
주식회사 메이튼오토랩,자동차 차체용 신품 부품 제조업,,"인천광역시 부평구 안남로369번길 8, 1~4층 (청천동)",,인천광역시 부평구_공장 등록 현황_20251101.csv
주식회사 삼구이앤티,전자부품 실장기판 제조업,,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) C동 3층 309호",,인천광역시 부평구_공장 등록 현황_20251101.csv
주식회사 엔와이지,그 외 기타 전자부품 제조업,,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) C동 6층 603-B호",,인천광역시 부평구_공장 등록 현황_20251101.csv
주식회사 엘이디솔루션,전자부품 실장기판 제조업 외 3 종,,"인천광역시 부평구 백범로577번길 20, 공장동동 8층 811호 (십정동, 경인센타) 공장동 8층 811호",,인천광역시 부평구_공장 등록 현황_20251101.csv
주식회사 웰라인시스템,전자부품 실장기판 제조업,,"인천광역시 부평구 경인로1059번길 28, 2층 201호 (부개동)",,인천광역시 부평구_공장 등록 현황_20251101.csv
주식회사 크레아,자동차 차체용 신품 부품 제조업,,인천광역시 부평구 부평대로297번길 58 (청천동),,인천광역시 부평구_공장 등록 현황_20251101.csv
주식회사경신인천공장,자동차용 신품 전기장치 제조업,,인천광역시 부평구 가좌로12번길 59 (십정동),,인천광역시 부평구_공장 등록 현황_20251101.csv
주안AMT,자동차용 금속 압형제품 제조업 외 1 종,,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) A동 4층 406호",,인천광역시 부평구_공장 등록 현황_20251101.csv
