회사명,업종명,생산품,주소,연락처,출처파일
태성산업,철도차량 부품 및 관련 장치물 제조업 외 8 종,"압축기,도시철도부품 등 산업기계",부산광역시 강서구 공항로339번길 168-16 (대저2동),051-341-2224,부산광역시 강서구_공장 현황_20250113.csv
(주)조일기업,철도차량 부품 및 관련 장치물 제조업 외 7 종,"다이아프램밸브, 슬라이드게이트",부산광역시 강서구 화전산단2로133번길 26 (화전동),051-979-5500,부산광역시 강서구_공장 현황_20250113.csv
일진기계공업사,철도차량 부품 및 관련 장치물 제조업 외 6 종,철도차량부품,부산광역시 강서구 녹산산업중로 52-9 (송정동),051-263-9328,부산광역시 강서구_공장 현황_20250113.csv
(주)보성중공업,철도차량 부품 및 관련 장치물 제조업 외 5 종,철도차량부품 외,부산광역시 강서구 과학산단로333번길 42 (지사동),051-831-1076,부산광역시 강서구_공장 현황_20250113.csv
(주)신흥티지,철도차량 부품 및 관련 장치물 제조업 외 4 종,"철도차량부품, 자동차및 트레일러 적재함, 카플러",부산광역시 강서구 화전산단2로133번길 40 (화전동),051-831-0061,부산광역시 강서구_공장 현황_20250113.csv
현대디폴산기,철도차량 부품 및 관련 장치물 제조업 외 4 종,철도차량부품,부산광역시 강서구 녹산산단77로 32 (송정동),051-831-6691,부산광역시 강서구_공장 현황_20250113.csv
영풍산업,철도차량 부품 및 관련 장치물 제조업 외 33 종,"발전기자재, 철도차량 부품 특수목적기계 등",부산광역시 강서구 화전산단6로102번길 21 (화전동),051-303-2782,부산광역시 강서구_공장 현황_20250113.csv
(주)조일기업,철도차량 부품 및 관련 장치물 제조업 외 3 종,로타리 밸브부품등,부산광역시 강서구 화전산단2로133번길 19 (화전동),051-979-5500,부산광역시 강서구_공장 현황_20250113.csv
대명기계,철도차량 부품 및 관련 장치물 제조업 외 2 종,"차량시트, 조선의장재",부산광역시 강서구 화전산단6로114번길 10 (화전동),051-971-8824,부산광역시 강서구_공장 현황_20250113.csv
(주)제이디아이,철도차량 부품 및 관련 장치물 제조업 외 18 종,"차량엔진부품, 풍력베어링, 상용차부품, 컨베이어장치",부산광역시 강서구 화전산단2로133번길 5 (화전동),051-831-5198,부산광역시 강서구_공장 현황_20250113.csv
(주)전명기계,철도차량 부품 및 관련 장치물 제조업 외 1 종,차량충격흡수시설,부산광역시 강서구 화전산단3로 114 (화전동),051-831-0057,부산광역시 강서구_공장 현황_20250113.csv
(주)해원,철도차량 부품 및 관련 장치물 제조업 외 1 종,비철금속관이음쇠,부산광역시 강서구 화전산단6로 120 (화전동),051-312-2161,부산광역시 강서구_공장 현황_20250113.csv
나우하이텍,철도차량 부품 및 관련 장치물 제조업 외 1 종,차량실린다,부산광역시 강서구 화전산단3로 102 (화전동),051-831-9161,부산광역시 강서구_공장 현황_20250113.csv
(주)경성정기,철도차량 부품 및 관련 장치물 제조업,철도차량 하네스 닥트,"부산광역시 강서구 녹산산단261로60번길 33, (송정동,1603-7) (송정동)",051-831-1156,부산광역시 강서구_공장 현황_20250113.csv
(주)경성정기,철도차량 부품 및 관련 장치물 제조업,철도차량 케이블,부산광역시 강서구 녹산산단261로74번길 38(송정동),051-831-1156,부산광역시 강서구_공장 현황_20250113.csv
(주)대림기공,철도차량 부품 및 관련 장치물 제조업,압력용기,부산광역시 강서구 화전산단6로90번길 19 (화전동),051-301-1455,부산광역시 강서구_공장 현황_20250113.csv
(주)디에스엠,철도차량 부품 및 관련 장치물 제조업,프랜지류 철도차량부품,부산광역시 강서구 화전산단2로133번길 33 (화전동),051-832-0821,부산광역시 강서구_공장 현황_20250113.csv
(주)일신종합상사,철도차량 부품 및 관련 장치물 제조업,철도차량부품,"부산광역시 강서구 녹산산단261로74번길 27, (송정동,1581-6) (송정동)",051-831-0181,부산광역시 강서구_공장 현황_20250113.csv
(주)일신종합상사,철도차량 부품 및 관련 장치물 제조업,철도차량부품,부산광역시 강서구 녹산산업중로 52-13 (송정동),051-831-0181,부산광역시 강서구_공장 현황_20250113.csv
(주)한국에스제이,철도차량 부품 및 관련 장치물 제조업,철도차량 부품 등,부산광역시 강서구 미음국제3로 77 (미음동) (주)한국에스제이,051-941-3027,부산광역시 강서구_공장 현황_20250113.csv
J.S.T,철도차량 부품 및 관련 장치물 제조업,철도차량 기계가공,부산광역시 강서구 녹산산단262로49번길 56 (송정동),051-832-0413,부산광역시 강서구_공장 현황_20250113.csv
경성정기 제2공장,철도차량 부품 및 관련 장치물 제조업,철도차량 케이블하네스 전장부품,부산광역시 강서구 과학산단2로19번길 116 (지사동),051-831-1164,부산광역시 강서구_공장 현황_20250113.csv
금용산업,철도차량 부품 및 관련 장치물 제조업,철도부품,부산광역시 강서구 낙동북로138번길 20-7 (강동동),,부산광역시 강서구_공장 현황_20250113.csv
동성중공업(주),철도차량 부품 및 관련 장치물 제조업,철도차량,부산광역시 강서구 녹산산단261로74번길 27 (송정동),051-831-0821,부산광역시 강서구_공장 현황_20250113.csv
동성중공업(주),철도차량 부품 및 관련 장치물 제조업,철도차량부품,부산광역시 강서구 녹산산업북로 215 (송정동),,부산광역시 강서구_공장 현황_20250113.csv
동진레이저,철도차량 부품 및 관련 장치물 제조업,"철도차량부품, 구조금속부품",부산광역시 강서구 녹산산단381로12번길 69 (송정동),051-323-7334,부산광역시 강서구_공장 현황_20250113.csv
성원이앤지,철도차량 부품 및 관련 장치물 제조업,"기차고무부품, 가스켓",부산광역시 강서구 공항앞길85번길 91-4 (대저2동),051-972-1227,부산광역시 강서구_공장 현황_20250113.csv
영일기계,철도차량 부품 및 관련 장치물 제조업,전선관피팅류,부산광역시 강서구 화전산단6로102번길 8 (화전동),051-831-2003,부산광역시 강서구_공장 현황_20250113.csv
팔팔정공,철도차량 부품 및 관련 장치물 제조업,차량실린더,"부산광역시 강서구 화전산단2로 127 (화전동, 팔팔정공)",051-316-0245,부산광역시 강서구_공장 현황_20250113.csv
하림산업,철도차량 부품 및 관련 장치물 제조업,전기기관차프레임外,부산광역시 강서구 낙동남로622번길 51-1 (녹산동),051-302-1310,부산광역시 강서구_공장 현황_20250113.csv
한국기업,철도차량 부품 및 관련 장치물 제조업,철도차량부품,부산광역시 강서구 맥도강변길171번길 69 (대저2동),051-314-3611,부산광역시 강서구_공장 현황_20250113.csv
삼정ENG,철강선 제조업,"조선기자재, 유압부품",부산광역시 강서구 미음국제5로나길 30(미음동),,부산광역시 강서구_공장 현황_20250113.csv
(주)한국모터스,차체 및 특장차 제조업 외 2 종,"차체 및 특장차제조, 스틱크레인, 오가크레인",부산광역시 강서구 제도로1041번길 541 (강동동),051-973-7187,부산광역시 강서구_공장 현황_20250113.csv
강서특장,차체 및 특장차 제조업 외 1 종,탑차 부품,부산광역시 강서구 가락대로1397번길 157-7 (봉림동),051-973-1977,부산광역시 강서구_공장 현황_20250113.csv
(주)한마음기공,"증류기, 열교환기 및 가스발생기 제조업",열교환기부품,부산광역시 강서구 미음동 0 번지 i20- 6,051-831-5211,부산광역시 강서구_공장 현황_20250113.csv
(주)히트웍스,"증류기, 열교환기 및 가스발생기 제조업",열교환기부품,부산광역시 강서구 녹산산단231로 16 (송정동),051-831-5211,부산광역시 강서구_공장 현황_20250113.csv
(주)히트웍스,"증류기, 열교환기 및 가스발생기 제조업",열교환기 부품 및 플랜트,부산광역시 강서구 미음산단로 357 (미음동),051-831-5211,부산광역시 강서구_공장 현황_20250113.csv
광진산업,"증류기, 열교환기 및 가스발생기 제조업",열교환기부품,부산광역시 강서구 녹산산단261로13번길 10 (송정동),051-831-4131,부산광역시 강서구_공장 현황_20250113.csv
태승정밀,주형 및 금형 제조업 외 4 종,"금형조립,자동차부품",부산광역시 강서구 대저중앙로286번길 104-1 (대저1동),051-301-4846,부산광역시 강서구_공장 현황_20250113.csv
(주)케이이티산업,주형 및 금형 제조업 외 3 종,"철도차량내장재 금형,발전설비 및 부품, 항공기부품 및 치공구, 자동차 및 선박 부품",부산광역시 강서구 녹산산단382로50번길 41 (송정동),051-831-9831,부산광역시 강서구_공장 현황_20250113.csv
동양정밀,주형 및 금형 제조업 외 3 종,"금형,자동차 및 선박 부품",부산광역시 강서구 봉죽길482번길 258-1 (죽동동),051-323-9157,부산광역시 강서구_공장 현황_20250113.csv
(주)포동에스텍,주형 및 금형 제조업 외 2 종,"금형강코어부품, 플랜지",부산광역시 강서구 화전산단5로98번길 35 (화전동),051-327-0522,부산광역시 강서구_공장 현황_20250113.csv
대웅,주형 및 금형 제조업 외 2 종,"금형(범퍼),자동차부품(도어,후드)",부산광역시 강서구 유통단지1로132번길 20 (대저2동),051-941-6387,부산광역시 강서구_공장 현황_20250113.csv
(주)상광테크,주형 및 금형 제조업 외 1 종,"금형, 및 부품",부산광역시 강서구 대저동서로61번길 8(대저1동),051-301-0972,부산광역시 강서구_공장 현황_20250113.csv
(주)스미코 제2공장,주형 및 금형 제조업 외 1 종,금형 및 금형부품,부산광역시 강서구 화전산단5로84번길 30 (화전동),051-831-5061,부산광역시 강서구_공장 현황_20250113.csv
대영특수금속,주형 및 금형 제조업 외 1 종,"금형부품,강주철품",부산광역시 강서구 녹산산단17로 142 (송정동),051-831-0549,부산광역시 강서구_공장 현황_20250113.csv
동화공업사,주형 및 금형 제조업 외 1 종,"사출금형제조, 자동차 부싱 납 금형",부산광역시 강서구 화전산단5로98번길 21 (화전동),051-301-8726,부산광역시 강서구_공장 현황_20250113.csv
명진금형,주형 및 금형 제조업 외 1 종,자동차용 다이케스팅 금형제작,부산광역시 강서구 과학산단2로19번길 100-72 (지사동),051-971-3267,부산광역시 강서구_공장 현황_20250113.csv
에이엠테크,주형 및 금형 제조업 외 1 종,금형부품,부산광역시 강서구 대저중앙로357번길 64 (대저1동),051-305-0714,부산광역시 강서구_공장 현황_20250113.csv
우신정밀,주형 및 금형 제조업 외 1 종,"금형, 자동차부품",부산광역시 강서구 식만로 277 (식만동),051-973-6225,부산광역시 강서구_공장 현황_20250113.csv
(주)대광오토텍,주형 및 금형 제조업,금형 및 자동차 모터 부품,부산광역시 강서구 미음산단로76번길 29 (구랑동) (주)엠스,051-264-3614,부산광역시 강서구_공장 현황_20250113.csv
(주)에스제이테크윈,주형 및 금형 제조업,"다이캐스팅 금형 부품, 자동차 금형 부품 및 기계부품",부산광역시 강서구 제도로1041번길 236-6 (강동동),051-714-3327,부산광역시 강서구_공장 현황_20250113.csv
(주)정수정밀,주형 및 금형 제조업,기계금형부품,부산광역시 강서구 미음산단로 409 (미음동),051-714-5170,부산광역시 강서구_공장 현황_20250113.csv
(주)켈로기업,주형 및 금형 제조업,"선박기자재 밸브금형, 자동차 부품",부산광역시 강서구 화전산단5로84번길 22 (화전동),051-831-2420,부산광역시 강서구_공장 현황_20250113.csv
(주)토탈아즈 ,주형 및 금형 제조업,금형부품 산업기계,부산광역시 강서구 화전산단5로84번길 34 (화전동),051-315-1263,부산광역시 강서구_공장 현황_20250113.csv
SMC,주형 및 금형 제조업,자동차정밀부품,부산광역시 강서구 화전산단5로84번길 30 (화전동),051-831-5061,부산광역시 강서구_공장 현황_20250113.csv
가람정밀,주형 및 금형 제조업,"금형,기계부품",부산광역시 강서구 낙동북로153번길 117-1 (강동동),051-972-6401,부산광역시 강서구_공장 현황_20250113.csv
거산하이텍,주형 및 금형 제조업,자동차 및 금형부품,부산광역시 강서구 공항앞길163번길 69 (대저2동),051-305-2712,부산광역시 강서구_공장 현황_20250113.csv
경기몰드(MOLD),주형 및 금형 제조업,금형(자동차부품및 전자),부산광역시 강서구 녹산산업북로 267 (송정동) 외 1필지,051-832-2053,부산광역시 강서구_공장 현황_20250113.csv
금아테크,주형 및 금형 제조업,"차량용 고무제품,  금형 제조",부산광역시 강서구 미음국제5로나길 12 (미음동),051-941-5217,부산광역시 강서구_공장 현황_20250113.csv
금진기공,주형 및 금형 제조업,금형부품,부산광역시 강서구 낙동북로108번길 56-1 (강동동),051-304-5273,부산광역시 강서구_공장 현황_20250113.csv
기성정밀,주형 및 금형 제조업,"자동차,원자력 부품",부산광역시 강서구 제도로1041번가길 324 (강동동),051-303-3110,부산광역시 강서구_공장 현황_20250113.csv
대광오토텍,주형 및 금형 제조업,자동차부품(금형),부산광역시 강서구 화전산단2로134번길 20 (화전동),051-264-3614,부산광역시 강서구_공장 현황_20250113.csv
대영E.D.M,주형 및 금형 제조업,자동차부품,부산광역시 강서구 제도로1175번길 56-40 (강동동),051-973-1775,부산광역시 강서구_공장 현황_20250113.csv
동림정밀,주형 및 금형 제조업,금형부품,부산광역시 강서구 화전산단5로98번길 25 (화전동),051-301-9919,부산광역시 강서구_공장 현황_20250113.csv
동아기계,주형 및 금형 제조업,자동차용 금형 제조,부산광역시 강서구 미음국제5로다길 11(미음동),051-972-4546,부산광역시 강서구_공장 현황_20250113.csv
동영정공,주형 및 금형 제조업,자동차부품,부산광역시 강서구 대저중앙로286번길 95 (대저1동),051-304-6001,부산광역시 강서구_공장 현황_20250113.csv
디엔씨하이텍,주형 및 금형 제조업,금형부품,부산광역시 강서구 녹산산단381로12번길 50 (송정동),051-271-2680,부산광역시 강서구_공장 현황_20250113.csv
부경PATTERN,주형 및 금형 제조업,조선기자재 자동차 산업기계 부품,부산광역시 강서구 낙동남로456번길 25-31 (녹산동),051-973-0860,부산광역시 강서구_공장 현황_20250113.csv
새한금형,주형 및 금형 제조업,금형(기계부품),부산광역시 강서구 낙동남로605번길 46-24 (녹산동),051-315-4790,부산광역시 강서구_공장 현황_20250113.csv
성동테크,주형 및 금형 제조업,"금형,자동차부품",부산광역시 강서구 공항로1347번길 98-2 (대저1동),051-301-5657,부산광역시 강서구_공장 현황_20250113.csv
성원텍,주형 및 금형 제조업,자동차금형,부산광역시 강서구 체육공원로6번길 47-11 (대저1동),051-973-1800,부산광역시 강서구_공장 현황_20250113.csv
아주정밀,주형 및 금형 제조업,기계 부품,부산광역시 강서구 낙동북로60번길 32-13 (강동동),051-305-9369,부산광역시 강서구_공장 현황_20250113.csv
에스엠정밀기술,주형 및 금형 제조업,자동차부품금형,부산광역시 강서구 과학산단2로3번길 88 (지사동),051-960-5900,부산광역시 강서구_공장 현황_20250113.csv
엠제이테크,주형 및 금형 제조업,자동차엔진 금형몰드베이스,부산광역시 강서구 화전산단5로 102(화전동),051-973-6820,부산광역시 강서구_공장 현황_20250113.csv
유진테크,주형 및 금형 제조업,자동차 부품,부산광역시 강서구 낙동북로76번길 41 (강동동),,부산광역시 강서구_공장 현황_20250113.csv
정우ENG,주형 및 금형 제조업,금형 기계부품,부산광역시 강서구 대저중앙로 314-4 (대저1동),051-305-5140,부산광역시 강서구_공장 현황_20250113.csv
제아건드릴,주형 및 금형 제조업,금형부품,부산광역시 강서구 낙동북로60번길 4-4 (강동동),051-972-1248,부산광역시 강서구_공장 현황_20250113.csv
주식회사 두산타일몰드,주형 및 금형 제조업,금형부품(타일),부산광역시 강서구 체육공원로52번길 92 (대저1동),051-304-2010,부산광역시 강서구_공장 현황_20250113.csv
주식회사 태영몰드,주형 및 금형 제조업,자동차 금형 부품,부산광역시 강서구 낙동북로138번길 33 (강동동),055-324-2130,부산광역시 강서구_공장 현황_20250113.csv
태광공업사,주형 및 금형 제조업,자동차부품 금형,부산광역시 강서구 미음산단로 156 (구랑동),051-326-8849,부산광역시 강서구_공장 현황_20250113.csv
태동ENG,주형 및 금형 제조업,기계부품,부산광역시 강서구 대저동서로229번길 42 (대저2동),051-971-8097,부산광역시 강서구_공장 현황_20250113.csv
태성산업,주형 및 금형 제조업,금형부품,부산광역시 강서구 대저중앙로237번길 15-7 (대저1동),051-303-2787,부산광역시 강서구_공장 현황_20250113.csv
한국금기,주형 및 금형 제조업,금형부품,부산광역시 강서구 화전산단5로98번길 22 (화전동),051-327-8600,부산광역시 강서구_공장 현황_20250113.csv
(주) 제이케이이엔지,절삭가공 및 유사처리업 외 6 종,항공기부품등,부산광역시 강서구 녹산산단262로50번길 7 (송정동),051-831-7186,부산광역시 강서구_공장 현황_20250113.csv
(주)에스피아이앤티,절삭가공 및 유사처리업 외 4 종,"자동차 부품,자동차변속기,엔진부품, 자동차 부품,자동차변속기,엔진부품, 자동차 부품,자동차변속기,엔진부품, 자동차 부품,자동차변속기,엔진부품, 자동차 부품,자동차변속기,엔진부품",부산광역시 강서구 화전산단5로84번길 33 (화전동),051-831-0941,부산광역시 강서구_공장 현황_20250113.csv
경남정공 제2공장,절삭가공 및 유사처리업 외 3 종,"후렌지, 발전기부품, 후렌지, 발전기부품, 후렌지, 발전기부품, 후렌지, 발전기부품",부산광역시 강서구 미음산단2로24번길 41 (구랑동),051-325-3722,부산광역시 강서구_공장 현황_20250113.csv
두원기계(주),절삭가공 및 유사처리업 외 3 종,발전설비부품,부산광역시 강서구 미음산단로 80 (구랑동),051-831-9516,부산광역시 강서구_공장 현황_20250113.csv
(주)동현이엔지,절삭가공 및 유사처리업 외 2 종,"탄체, 탄두, 항공부품",부산광역시 강서구 화전산단5로14번길 31(화전동),051-831-2977,부산광역시 강서구_공장 현황_20250113.csv
(주)자이언엔텍,절삭가공 및 유사처리업 외 2 종,"베어링, 자동차 부품, 전기",부산광역시 강서구 가달1로 65 (생곡동),051-941-0610,부산광역시 강서구_공장 현황_20250113.csv
태창정공(주),절삭가공 및 유사처리업 외 2 종,자동차부품,"부산광역시 강서구 녹산산단261로14번길 51,(송정동,1612-4) (송정동)",051-831-5005,부산광역시 강서구_공장 현황_20250113.csv
플러스데크,절삭가공 및 유사처리업 외 2 종,"소방설비부품, 기계부품,소방벨브가공",부산광역시 강서구 낙동남로1013번길 42-1 (명지동),051-313-0960,부산광역시 강서구_공장 현황_20250113.csv
(주)대광테크인,절삭가공 및 유사처리업 외 1 종,"부품 표면처리 / 볼트, 너트류 절삭가공품",부산광역시 강서구 녹산산단261로 36 (송정동),051-612-3640,부산광역시 강서구_공장 현황_20250113.csv
(주)승건이엔지,절삭가공 및 유사처리업 외 1 종,"조선기자재및기계부품, 태양력발전업",부산광역시 강서구 미음국제5로 85 (미음동),,부산광역시 강서구_공장 현황_20250113.csv
(주)신성머트리얼,절삭가공 및 유사처리업 외 1 종,전기개폐장치부품,부산광역시 강서구 과학산단1로103번길 57(지사동),051-271-7901,부산광역시 강서구_공장 현황_20250113.csv
(주)우리엔진,절삭가공 및 유사처리업 외 1 종,선박엔진부품,부산광역시 강서구 미음국제2로 114 (미음동),051-416-3007,부산광역시 강서구_공장 현황_20250113.csv
광성FM,절삭가공 및 유사처리업 외 1 종,산업용부러시생산기계 및 부품,부산광역시 강서구 화전산단6로 98 (화전동),051-291-8845,부산광역시 강서구_공장 현황_20250113.csv
금창,절삭가공 및 유사처리업 외 1 종,"선박용 샤프트, 밸브, 펌프부품외",부산광역시 강서구 과학산단1로 107 (지사동),051-271-8914,부산광역시 강서구_공장 현황_20250113.csv
도림정밀,절삭가공 및 유사처리업 외 1 종,"선박엔진부품 임가공,산업기기부품",부산광역시 강서구 녹산산단262로50번길 28 (송정동),051-831-8861,부산광역시 강서구_공장 현황_20250113.csv
성조기계,절삭가공 및 유사처리업 외 1 종,"유압부품, 기계부품, 방산부품",부산광역시 강서구 화전산단5로14번길 30 (화전동),051-261-7529,부산광역시 강서구_공장 현황_20250113.csv
엘앤비솔루텍,절삭가공 및 유사처리업 외 1 종,자동차 동력전달장치,부산광역시 강서구 과학산단2로19번길 50(지사동),055-222-7472,부산광역시 강서구_공장 현황_20250113.csv
영일CNC,절삭가공 및 유사처리업 외 1 종,"풍력발전기자재, 철도차량부품",부산광역시 강서구 미음동 0번지 I50-2,051-831-9547,부산광역시 강서구_공장 현황_20250113.csv
주식회사 엠아이비테크,절삭가공 및 유사처리업 외 1 종,소방자재용 부품,부산광역시 강서구 미음국제7로 87(미음동),051-972-1910,부산광역시 강서구_공장 현황_20250113.csv
(주)21씨정공,절삭가공 및 유사처리업,산업기계부품,부산광역시 강서구 공항앞길85번길 100 (대저2동),051-301-7741,부산광역시 강서구_공장 현황_20250113.csv
(주)경성아이젠,절삭가공 및 유사처리업,원전부품,부산광역시 강서구 화전산단2로 77 (화전동),051-972-3677,부산광역시 강서구_공장 현황_20250113.csv
(주)대진이앤지,절삭가공 및 유사처리업,"자동차부품,볼트,너트",부산광역시 강서구 화전산단6로 57 (화전동),051-600-0162,부산광역시 강서구_공장 현황_20250113.csv
(주)라인테크엔지니어링(부산지점),절삭가공 및 유사처리업,선박평형수 부품,부산광역시 강서구 과학산단2로19번길 150(지사동),031-499-8688,부산광역시 강서구_공장 현황_20250113.csv
(주)부미(2공장),절삭가공 및 유사처리업,자동차부품,부산광역시 강서구 미음산단2로16번길 5 (구랑동),051-303-5001,부산광역시 강서구_공장 현황_20250113.csv
(주)에스비이엔지,절삭가공 및 유사처리업,"플랜지, 유압부품 외",부산광역시 강서구 미음동 0-0번지 미음지구 I 19블록 3롯트,051-832-0165,부산광역시 강서구_공장 현황_20250113.csv
(주)영신스틸,절삭가공 및 유사처리업,기계부품,부산광역시 강서구 가달1로 33(생곡동),051-311-2742,부산광역시 강서구_공장 현황_20250113.csv
(주)우진하이테크,절삭가공 및 유사처리업,2차 전지 제조용 기계 부품,부산광역시 강서구 공항로393번길 37-3 (대저2동),051-305-8311,부산광역시 강서구_공장 현황_20250113.csv
