CTPRVN_NM,SIGNGU_NM,ADSTRD_CD,PRFPLC_CO,FOOD_FCLTY_CO,LDGMNT_FCLTY_CO,POPLTN_CO,FILE_NM,BASE_DE
인천광역시,서구,2826071000,2,287,0,482658,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,서구,2826072000,5,467,21,482658,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,연수구,2818563000,5,409,57,341168,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,연수구,2818576600,2,463,6,341168,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,연수구,2818578000,3,301,4,341168,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,연수구,2818579000,4,200,4,341168,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,연수구,2818579500,6,118,0,341168,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,연수구,2818582000,19,743,20,341168,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,연수구,2818583000,8,789,18,341168,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,연수구,2818584000,3,520,1,341168,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,연수구,2818585000,2,142,4,341168,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,옹진군,2872035000,1,42,103,12864,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,옹진군,2872036000,3,273,429,12864,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,옹진군,2872037000,1,20,183,12864,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,옹진군,2872038000,2,47,32,12864,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,중구,2811052000,1,366,35,135044,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,중구,2811053000,24,417,34,135044,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,중구,2811054000,1,255,11,135044,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,중구,2811057000,1,34,2,135044,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,중구,2811058500,9,342,59,135044,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,중구,2811061500,13,230,33,135044,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,중구,2811062000,1,412,22,135044,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,중구,2811062200,2,513,26,135044,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,중구,2811062800,9,878,105,135044,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,중구,2811063000,3,463,308,135044,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,강화군,2871032000,0,67,37,51890,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,강화군,2871035000,0,64,73,51890,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,강화군,2871040000,0,63,15,51890,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,강화군,2871041000,0,111,164,51890,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,강화군,2871042000,0,8,48,51890,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,계양구,2824560200,0,272,17,242787,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,계양구,2824562200,0,436,9,242787,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,남동구,2820052000,0,240,1,436714,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,남동구,2820052200,0,393,1,436714,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,남동구,2820053000,0,351,9,436714,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,남동구,2820054000,0,420,47,436714,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,남동구,2820055000,0,382,10,436714,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,남동구,2820055100,0,389,5,436714,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,남동구,2820057000,0,328,2,436714,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,남동구,2820058000,0,124,2,436714,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,남동구,2820058100,0,23,0,436714,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,남동구,2820058200,0,386,2,436714,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,남동구,2820058300,0,477,3,436714,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,동구,2814053000,0,69,0,53078,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,동구,2814057000,0,42,0,53078,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,동구,2814059000,0,77,14,53078,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,동구,2814060500,0,134,26,53078,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,동구,2814061000,0,66,0,53078,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,미추홀구,2817751000,0,194,12,369889,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,미추홀구,2817755000,0,197,17,369889,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,미추홀구,2817756000,0,184,7,369889,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,미추홀구,2817757000,0,746,30,369889,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,미추홀구,2817763000,0,232,9,369889,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,미추홀구,2817764000,0,129,1,369889,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,미추홀구,2817766000,0,309,7,369889,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,미추홀구,2817767000,0,410,37,369889,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,부평구,2823756000,0,195,7,451724,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,부평구,2823757000,0,100,4,451724,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,부평구,2823758100,0,97,0,451724,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,부평구,2823764600,0,227,1,451724,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,부평구,2823765000,0,176,5,451724,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,부평구,2823766000,0,199,0,451724,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,부평구,2823766100,0,329,0,451724,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,부평구,2823768000,0,176,1,451724,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,서구,2826054300,0,12,0,482658,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,서구,2826056000,0,496,4,482658,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,서구,2826056100,0,115,0,482658,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,서구,2826058000,0,345,1,482658,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,서구,2826059000,0,200,0,482658,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,서구,2826060000,0,259,1,482658,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,서구,2826061000,0,186,1,482658,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,서구,2826069000,0,201,0,482658,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,서구,2826073000,0,329,2,482658,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,서구,2826074000,0,195,2,482658,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,연수구,2818564000,0,174,0,341168,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,연수구,2818575000,0,262,3,341168,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,연수구,2818576100,0,488,7,341168,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,연수구,2818576200,0,706,5,341168,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,연수구,2818576300,0,29,0,341168,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,연수구,2818586000,0,108,0,341168,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,옹진군,2872031000,0,45,132,12864,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,옹진군,2872033000,0,161,85,12864,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,옹진군,2872034000,0,19,43,12864,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
인천광역시,중구,2811056000,0,37,0,135044,KC_624_DMSTC_MIEC_STATN_BIZAEA_2023,20231221
