시도명,시군구명,관리기관,회사명,공장구분,단지명,설립구분,입주형태,보유구분,등록구분,전화번호,남자종업원,여자종업원,외국인남자종업원,외국인여자종업원,종업원합계,생산품,원자재,공장규모,용도지역,지목,용지면적,제조시설면적,부대시설면적,건축면적,지식산업센터명,대표업종,업종명,차수,법인주소,필지수,공장주소,공장주소_지번,공장관리번호
부산광역시,강서구,부산경제진흥원,진성정밀금속(주),계획,부산과학지방산업단지,일반산업단지,양수도,자가,완료신고, ,8,0,0,0,8,"방산부품, 선박부품","알루미늄(A) 잉곳, 스테인리스 고철",소기업,도시지역/공업지역/일반공업지역/,공장용지,1903.4,1990.7,339.8,2330.5, ,24312,강주물 주조업 외 1 종,10,부산광역시 강서구 과학산단1로103번길 8 (지사동),1,부산광역시 강서구 과학산단1로103번길 8 (지사동),부산광역시 강서구 지사동 1207-10번지,264402000000000
부산광역시,강서구,부산경제진흥원,동스틸,계획,강서신호지방산업단지,일반산업단지,양수도,자가,완료신고, ,0,0,0,0,0,"파이프 절단, 가공",파이프,소기업,관리지역/계획관리지역/계획관리지역/,공장용지,658.0,524.92,67.68,592.6, ,24199,그 외 기타 1차 철강 제조업,10,부산광역시 사하구 다대동  1552번지 (44/5) 대우APT 102동 1903호,1,부산광역시 강서구 신호산단3로88번길 12 (신호동),부산광역시 강서구 신호동 290-1번지 ,264402000000000
부산광역시,기장군,부산광역시 기장군,재환,개별, ,일반, ,자가,신규등록, ,3,1,0,0,4,비철급속  절단제품 제조(중간재) ,"비철금속재(스텐레스, 동, 구리, 알루미늄 등)",소기업,도시지역/녹지지역/자연녹지지역/,"답, 대",2208.0,300.0,40.0,340.0, ,24290,기타 1차 비철금속 제조업,10,부산광역시 기장군 정관읍 정관3로 52 (정관신도시 롯데캐슬),3,부산광역시 기장군 장안읍 반룡로 281 (총 3 필지),부산광역시 기장군 장안읍 반룡리 34번지,267102000000000
부산광역시,기장군,부산광역시 기장군,(주)도원타워정관공장,개별, ,일반, ,자가,신규등록, ,0,0,0,0,0,비철금속절단가공품, ,소기업,도시지역/녹지지역/자연녹지지역/,임야,3021.0,464.0,1.0,465.0, ,24290,기타 1차 비철금속 제조업,10,부산광역시 기장군 정관읍 매학리 475-16번지,1,부산광역시 기장군 정관읍 매학리 475-16번지,부산광역시 기장군 정관읍 매학리 475-16번지,267102000000000
부산광역시,기장군,부산광역시 기장군,강선금속,개별, ,일반, ,자가,신규등록, ,0,0,0,0,0,비철금속절단가공, ,소기업,도시지역/녹지지역/자연녹지지역/,임야,4489.0,499.0,0.0,499.0, ,24290,기타 1차 비철금속 제조업,10,부산광역시 기장군 정관읍 정관로 548 (정관신도시 한진해모로),1,"부산광역시 기장군 정관읍 정관상곡1길 103, 외 2",부산광역시 기장군 정관읍 매학리 531-37번지 외 2,267102000000000
부산광역시,기장군,부산광역시 기장군,동광산업,개별, ,일반,분양,자가,신규등록, ,2,1,0,0,3,비철금속가공, ,소기업,도시지역/녹지지역/자연녹지지역/,임야,4969.0,493.5,0.0,493.5, ,24290,기타 1차 비철금속 제조업,10,"부산광역시 해운대구 반여로 68-12, 205-502 (반여동, 센텀 롯데 캐슬 2차)",1,부산광역시 기장군 정관읍 곰내길 654-58,부산광역시 기장군 정관읍 매학리 136-22번지,267102000000000
부산광역시,기장군,부산광역시 기장군,우성,개별, ,일반, ,자가,신규등록, ,3,0,0,0,3,비철금속 절단 가공, ,소기업,도시지역/녹지지역/자연녹지지역/,공장용지,5798.0,495.0,0.0,495.0, ,24290,기타 1차 비철금속 제조업,10,"부산광역시 부산진구 초연로 11, 205동 602호 (연지동, 연지자이2차아파트)",1,부산광역시 기장군 정관면 산단3로 50-12,부산광역시 기장군 정관면 달산리 425-5번지,267102000000000
부산광역시,기장군,부산광역시 기장군,우성제2공장,개별, ,일반, ,자가,신규등록, ,5,0,0,0,5,비철금속 절단가공(완제품), ,소기업,도시지역/녹지지역/자연녹지지역/,공장용지,3531.0,495.0,0.0,495.0, ,24290,기타 1차 비철금속 제조업,10,"부산광역시 부산진구 초연로 11, 205동 602호 (연지동, 연지자이2차아파트)",1,부산광역시 기장군 정관면 산단3로 50-14,부산광역시 기장군 정관면 달산리 425-11번지,267102000000000
부산광역시,기장군,부산광역시 기장군,(주)극동,개별, ,일반, ,자가,등록변경, ,4,1,0,0,5,비철금속, ,소기업,도시지역/녹지지역/자연녹지지역/,답,4206.0,489.0,0.0,489.0, ,24290,기타 1차 비철금속 제조업,10,부산광역시 동래구 금강로61번길 14 (온천동),1,부산광역시 기장군 정관읍 용수공단2길 19-24,부산광역시 기장군 정관읍 용수리 1038-4번지,267102000000000
부산광역시,기장군,부산광역시 기장군,성신스텐(주),개별, ,일반, ,자가,완료신고, ,4,1,0,0,5,비철금속절단가공, ,소기업,도시지역/녹지지역/자연녹지지역/,답,1652.0,163.2,66.4,229.6, ,24290,기타 1차 비철금속 제조업,10,부산광역시 동래구 안남로 4 (낙민동),1,부산광역시 기장군 정관면 예림리 335-1번지,부산광역시 기장군 정관면 예림리 335-1번지,267102000000000
대구광역시,서구,대구광역시 서구,경인샷다,개별, ,일반, ,임대,신규등록, ,2,0,0,0,2,방화샷다,철판,소기업,도시지역/공업지역/일반공업지역/,공장용지,0.0,396.69,0.0,396.69, ,24199,그 외 기타 1차 철강 제조업,10,대구광역시 서구 북비산로76길 29-6 (비산동),1,"대구광역시 서구 염색공단로 54 (비산동, 세원알미늄)",대구광역시 서구 비산동 2024-59번지 세원알미늄,271702000000000
대구광역시,서구,서대구산업단지관리공단,(주)동신스틸,계획,서대구산업단지,일반산업단지,양수도,자가,완료신고, ,10,2,0,0,12,강재가공,코일철판,소기업,도시지역/공업지역/일반공업지역/,공장용지,1331.0,2540.26,764.51,3304.77, ,24199,그 외 기타 1차 철강 제조업,10,"대구광역시 서구 와룡로 366 (중리동, 동신스틸)",1,"대구광역시 서구 와룡로 366 (중리동, 동신스틸)",대구광역시 서구 중리동 1058-1 번지,271702000000000
대구광역시,서구,대구광역시 서구,주식회사 금창산업,개별, ,일반, ,임대,등록변경, ,5,4,0,0,9,사다리, ,소기업,도시지역/주거지역/제2종일반주거지역/,대,0.0,441.6,1207.1,1648.7, ,24222,"알루미늄 압연, 압출 및 연신제품 제조업 외 1 종",10,대구광역시 서구 고성로 98 (원대동1가),0,대구광역시 서구 고성로 98 (원대동1가),대구광역시 서구 원대동1가 197-1번지,271702000000000
대구광역시,서구,대구광역시 서구,형제로프,개별, ,일반, ,자가,신규등록, ,2,0,0,0,2,와이어로프 가공품, ,소기업,도시지역/주거지역/제2종일반주거지역/,대,741.0,220.0,220.0,440.0, ,24119,기타 제철 및 제강업 외 1 종,10,"대구광역시 북구 호암로 20, 105동1105호 (칠성동2가, 성광우방타운)",1,대구광역시 서구 원대로 25-8 (원대동1가),대구광역시 서구 원대동1가 32-6번지,271702000000000
대구광역시,북구,(사)대구검단산업단지관리공단,양현테크,계획,북구검단지방산업단지,일반산업단지,양수도,자가,완료신고, ,2,0,0,0,2,자동차부품,철골,소기업,도시지역/공업지역/준공업지역/,공장용지,27.0,54.0,12.89,66.89,검단팩토리밸리,24132,강관 제조업 외 1 종,10,"대구광역시 북구 복현로20길 75-7, 101호 (복현동, 파크빌라트)",0,"대구광역시 북구 검단로 135, 101동 2층 203 (검단동)",대구광역시 북구 검단동 838-4번지 101동 2층 203,272302000000000
대구광역시,달서구,대구성서산업단지관리공단,정민금속,계획,성서지방산업단지,일반산업단지,공장임대,임대,완료신고, ,1,0,0,0,1,다이캐스팅(후라이팬 등), ,소기업,도시지역/공업지역/일반공업지역/,공장용지,0.0,264.0,0.0,264.0, ,24321,알루미늄주물 주조업,10,대구광역시 달서구 성서로 324 (갈산동),1,"대구광역시 달서구 성서서로 233,  1차단지 70B 1L (신당동)",대구광역시 달서구 신당동 1892번지 1차단지 70B 1L,272902000000000
대구광역시,달서구,대구성서산업단지관리공단,(주)은성초경합금,계획,성서지방산업단지,일반산업단지,양수도,자가,완료신고, ,2,0,0,0,2,초경합금, ,소기업,도시지역/공업지역/일반공업지역/,공장용지,1168.6,762.0,196.5,958.5, ,24290,기타 1차 비철금속 제조업,10,대구광역시 달서구 성서동로 31 (월암동),1,"대구광역시 달서구 성서동로 31, (2차단지 42B 9-2L) (월암동)",대구광역시 달서구 월암동 925-22번지 (2차단지 42B 9-2L),272902000000000
대구광역시,달성군,대구광역시 달성군,남경하이텍,개별, ,일반,양수도,자가,완료신고, ,6,0,0,0,6,금형,HGi,소기업,도시지역/주거지역/준주거지역/,공장용지,1083.0,597.6,101.2,698.8, ,24199,그 외 기타 1차 철강 제조업,10,대구광역시 서구 옥산로4길 18 -13(원대동3가) ,1,대구광역시 달성군 화원읍 구라2길 23-6,대구광역시 달성군 화원읍 구라리 1018-7번지,277102000000000
대구광역시,달성군,달성1차산업단지관리공단,(주)부강스틸,계획,달성지방산업단지,일반산업단지,양수도,자가,등록변경, ,6,1,0,0,7,철도차량부품,코일,소기업,도시지역/공업지역/공업지역/,공장용지,2864.0,1441.6,302.94,1744.54, ,24123,철강선 제조업,10,대구광역시 달성군 논공읍 논공로117길 32,1,대구광역시 달성군 논공읍 논공로117길 32,대구광역시 달성군 논공읍 북리 1-119번지,277102000000000
대구광역시,달성군,달성1차산업단지관리공단,디에스메탈(주),계획,달성지방산업단지,일반산업단지, ,자가,등록변경, ,30,5,0,0,35,"산업용부품, 금형주물","선철, 고철",소기업,도시지역/공업지역/일반공업지역/,공장용지,9808.0,7635.51,1860.63,9496.14, ,24311,선철주물 주조업,10,대구광역시 달성군 논공읍 논공로91길 71-21,1,대구광역시 달성군 논공읍 논공로91길 71-21,대구광역시 달성군 논공읍 본리리 29-157번지,277102000000000
대구광역시,달성군,대구광역시 달성군,태왕물산,개별, ,일반, ,자가,등록변경, ,2,2,0,0,4,링크래드, ,소기업,도시지역/녹지지역/자연녹지지역/,공장용지,1856.0,364.0,0.0,364.0, ,24290,기타 1차 비철금속 제조업,10,대구광역시 남구 이천로5길 48-3 (봉덕동),1,대구광역시 달성군 현풍면 현풍서로 68 (태왕),대구광역시 달성군 현풍면 원교리 704-9번지,277102000000000
인천광역시,남동구,인천광역시 남동구,(주)허리통증119,개별, ,일반,공장임대,임대,신규등록, ,3,2,0,0,5,"재활정형 운동기구, 금속도장품", ,소기업,도시지역/공업지역/일반공업지역/,잡종지,0.0,492.5,198.0,690.5, ,24191,"도금, 착색 및 기타 표면처리강재 제조업",10,"인천광역시 남동구 청능대로534번길 2, A동 (고잔동)",0,"인천광역시 남동구 청능대로534번길 2, A동 (고잔동)",인천광역시 남동구 고잔동 86-8번지 A동,282002000000000
인천광역시,남동구,한국산업단지공단 인천지역본부,뉴보,계획,남동국가산업단지,국가산업단지,양수도,자가,등록변경, ,10,2,0,0,12,실린더 파이프 등,강관(철),소기업,도시지역/공업지역/일반공업지역/,공장용지,6597.8,1582.64,175.231,1757.871, ,24132,강관 제조업 외 1 종,10,"인천광역시 연수구 아트센터대로97번길 75, 1301동 2503호 (송도동, 송도 더샵 하버뷰)",1,인천광역시 남동구 남동대로 29 (고잔동),인천광역시 남동구 고잔동 710-11번지,282002000000000
인천광역시,남동구,한국산업단지공단 인천지역본부,동진금속,계획,남동국가산업단지,국가산업단지,공장임대,임대,등록변경, ,1,0,0,0,1,철강재,철강,소기업,도시지역/공업지역/일반공업지역/,공장용지,0.0,267.0,0.0,267.0, ,24119,기타 제철 및 제강업 외 1 종,10,"인천광역시 남동구 소래역로 93, 902-1901 (논현동, 냇마을 신영지웰)",1,인천광역시 남동구 남동동로 41 (고잔동),인천광역시 남동구 고잔동 717-3번지,282002000000000
인천광역시,남동구,한국산업단지공단 인천지역본부,태영금속,계획,남동국가산업단지,국가산업단지,공장임대,임대,완료신고, ,1,0,0,0,1,땜납, ,소기업,도시지역/공업지역/일반공업지역/,공장용지,0.0,200.0,47.0,247.0, ,24229,"기타 비철금속 압연, 압출 및 연신 제품 제조업",10,인천광역시 남동구 승기천로 144 (고잔동),0,인천광역시 남동구 승기천로 144 (고잔동),인천광역시 남동구 고잔동 681번지,282002000000000
인천광역시,서구,인천서부일반산업단지관리공단,성지기업,계획,인천서부지방산업단지,일반산업단지, ,자가,등록변경, ,3,0,0,0,3,배관자재, ,소기업,도시지역/공업지역/일반공업지역/,공장용지,1145.5,359.91,42.73,402.64, ,24131,주철관 제조업 외 1 종,10,서울특별시 영등포구 여의동로3길 10 (여의도동),1,인천광역시 서구 사렴로53번길 4 (경서동),인천광역시 서구 경서동 679-13번지,282602000000000
인천광역시,서구,인천광역시,신광금속,계획,인천지방산업단지,일반산업단지, ,임대,완료신고, ,4,0,0,0,4,"강관밸브실,밸브접합관,역수방지변","SS400철판,SS400PIPE",소기업,도시지역/공업지역/일반공업지역/,공장용지,170.0,170.0,0.0,170.0, ,24132,강관 제조업 외 3 종,10,"서울특별시 마포구 월드컵북로 501, 910동 602호 (상암동, 상암월드컵파크9단지)",1,인천광역시 서구 가정로16번길 23 (가좌동),인천광역시 서구 가좌동 564-41번지,282602000000000
인천광역시,서구,인천광역시,진금속,계획,인천지방산업단지,일반산업단지,공장임대,임대,완료신고, ,5,4,0,0,9,금도금,"금,니켈",소기업,도시지역/공업지역/일반공업지역/,공장용지,0.0,198.0,0.0,198.0, ,24191,"도금, 착색 및 기타 표면처리강재 제조업",10,인천광역시 서구 백범로810번길 4 (가좌동),1,인천광역시 서구 백범로810번길 4 (가좌동),인천광역시 서구 가좌동 589-13번지,282602000000000
인천광역시,강화군,인천광역시 강화군,동인금속(주),개별, ,일반, ,자가,등록변경, ,10,1,0,0,11,"알루미늄 압출제품, 부품소재",알루미늄 ,소기업,관리지역/계획관리지역/계획관리지역/,공장용지,2285.0,898.72,89.65,988.37, ,24222,"알루미늄 압연, 압출 및 연신제품 제조업",10,인천광역시 강화군 화도면 마니산로 769,3,인천광역시 강화군 화도면 마니산로 769 (총 3 필지),인천광역시 강화군 화도면 상방리 1056번지,287102000000000
광주광역시,광산구,광주광역시 광산구,광명산업,개별, ,창업, ,자가,완료신고, ,5,0,0,0,5,철근,철근,소기업,도시지역/주거지역/제2종일반주거지역/,공장용지,1391.0,436.05,0.0,436.05, ,24199,그 외 기타 1차 철강 제조업,10,광주광역시 광산구 운남동 525-12번지,1,광주광역시 광산구 운남동 525-12번지,광주광역시 광산구 운남동 525-12번지,292002000000000
광주광역시,광산구,하남산업단지관리공단,에스지테크,계획,광주하남지방산업단지,일반산업단지,공장임대,임대,완료신고, ,4,0,0,0,4,스텐레스트렌지,스텐,소기업,도시지역/공업지역/일반공업지역/기타지역,공장용지,165.0,165.0,0.0,165.0, ,24131,주철관 제조업,10,광주광역시 광산구 하남산단9번로 140 (안청동),1,광주광역시 광산구 하남산단9번로 140 (안청동),광주광역시 광산구 안청동 739-7번지,292002000000000
광주광역시,광산구,광주광역시 광산구,가인리파인(주),개별, ,일반, ,자가,신규등록, ,2,1,0,0,3,"금, 은, 기타합금",귀금속 함유 폐스크랩,소기업,도시지역/공업지역/준공업지역/,공장용지,198.0,182.0,16.0,198.0, ,24219,"기타 비철금속 제련, 정련 및 합금 제조업",10,광주광역시 광산구 평동매화길 85 (지죽동),1,광주광역시 광산구 평동매화길 85 (지죽동),광주광역시 광산구 지죽동 432-1번지,292002000000000
광주광역시,광산구,광주광역시 광산구,나주정관,개별, ,일반, ,자가,완료신고, ,4,1,0,0,5,"동파이프, 스텐레스파이프","동, 스텐레스",소기업,도시지역/공업지역/준공업지역/,공장용지,536.0,254.65,118.23,372.88, ,24221,"동 압연, 압출 및 연신제품 제조업",10,전라남도 나주시 노안면 가곡길 24,1,광주광역시 광산구 지죽동 409-15번지,광주광역시 광산구 지죽동 409-15번지,292002000000000
광주광역시,광산구,광주광역시 광산구,(주)성진인터내셔널,개별, ,일반, ,자가,신규등록, ,3,0,0,0,3,철판,"냉연 코일 및 철판(CR< EG, GI)",소기업,도시지역/주거지역/제1종일반주거지역/,공장용지,874.0,334.9,0.0,334.9, ,24199,그 외 기타 1차 철강 제조업,10,"광주광역시 광산구 용아로 722, 3층 (오선동)",1,광주광역시 광산구 평동산단3번로 22 (용동),광주광역시 광산구 용동 199번지,292002000000000
울산광역시,울주군,울산광역시 울주군,(주)비투케이 제3공장,개별, ,일반,해당없음,자가,완료신고, ,4,1,0,0,5,각종 스테인레스 강선,Stainless wire,소기업,관리지역/계획관리지역/계획관리지역/,공장용지,2908.0,525.0,10.0,535.0, ,24123,철강선 제조업,10,울산광역시 울주군 웅촌면 고연공단4길 8,1,울산광역시 울주군 온양읍 삼광리 845 번지,울산광역시 울주군 온양읍 삼광리 845 번지,317102000000000
울산광역시,울주군,울산광역시 울주군,(주)부광,개별, ,일반,해당없음,자가,완료신고, ,24,1,0,0,25,배관용 파이프,"스틸, 스테인레스, 용접봉 등",소기업,농림지역/보전산지지역/임업용산지/,임야,11179.0,994.0,1263.25,2257.25, ,24132,강관 제조업,10,울산광역시 울주군 온양읍 외광리 835-1번지,2,울산광역시 울주군 온양읍 외광리 835-2번지 외 1필지,울산광역시 울주군 온양읍 외광리 835-2번지,317102000000000
울산광역시,울주군,울산광역시 울주군,케이티티플랜트(주),개별, ,일반,해당없음,자가,등록변경, ,17,3,0,0,20,"후렌지 및 그레이팅 가공품, 금속탱크","철판 및 스테인레스판, 형강류",소기업,농림지역/보전산지지역/임업용산지/,공장용지,8380.0,595.2,952.56,1547.76, ,24199,그 외 기타 1차 철강 제조업 외 2 종,10,울산광역시 울주군 온양읍 광청로 394-46,4,울산광역시 울주군 온양읍 광청로 394-46 (총 4 필지),울산광역시 울주군 온양읍 외광리 745-12번지,317102000000000
울산광역시,울주군,울산광역시 울주군,케이티티플랜트(주)2공장,개별, ,일반,해당없음,자가,완료신고, ,8,2,0,0,10,후렌지 가공 및 철강재 절단가공,"철판 및 스테인레스판, 형강류",소기업,농림지역/보전산지지역/임업용산지/,공장용지,6858.0,864.0,83.5,947.5, ,24199,그 외 기타 1차 철강 제조업 외 2 종,10,울산광역시 울주군 온양읍 광청로 394-46,1,울산광역시 울주군 온양읍 광청로 394-60,울산광역시 울주군 온양읍 외광리 745-4번지,317102000000000
울산광역시,울주군,울산광역시 울주군,이대륜(주),개별, ,일반,해당없음,자가,완료신고, ,22,13,0,0,35,알루미늄주물,알루미늄,소기업,관리지역/계획관리지역/계획관리지역/,공장용지,3306.0,993.47,847.66,1841.13, ,24321,알루미늄주물 주조업,10,울산광역시 울주군 웅촌면 와지공단1길 30,1,울산광역시 울주군 웅촌면 와지공단1길 30,울산광역시 울주군 웅촌면 고연리 1132-40번지,317102000000000
울산광역시,울주군,울산광역시 울주군,지엘건설(주),개별, ,일반,해당없음,자가,등록변경, ,9,1,0,0,10,철강 2차가공품,철강,소기업,도시지역/녹지지역/자연녹지지역/,공장용지,18086.0,5440.02,351.3,5791.32, ,24199,그 외 기타 1차 철강 제조업 외 1 종,10,"경기도 과천시 찬우물로 30-1, 2층 (갈현동)",1,울산광역시 울주군 두동면 두동로 1203,울산광역시 울주군 두동면 구미리 729-7번지,317102000000000
세종특별자치시, ,세종특별자치시,주식회사 성구,개별, ,창업, ,자가,등록변경, ,35,0,0,0,35,철강가공제품,철근원자재,소기업,관리지역/계획관리지역/계획관리지역/기타지역,"전, 임야",6775.0,480.0,0.0,480.0, ,24199,그 외 기타 1차 철강 제조업,10,세종특별자치시 부강면 부강행산로 312,4,"세종특별자치시 부강면 부강행산로 312, 제1동 (부강면) (총 4 필지)",세종특별자치시 부강면 행산리 252번지 제1동,361102000000000
경기도,평택시,한국산업단지공단 경기지역본부 평택지사,(주)이구에코텍,계획,아산국가산업단지(포승지구),국가산업단지,일반토지,임대,완료신고, ,4,1,0,0,5,"동합금괴, 재생원료", ,소기업,도시지역/공업지역/일반공업지역/,공장용지,1057.86,1012.5,0.0,1012.5, ,24211,"동 제련, 정련 및 합금 제조업 외 2 종",10,경기도 평택시 포승읍 포승공단로 42 (이구산업(주)),1,경기도 평택시 포승읍 포승공단로 42 (이구산업(주)),경기도 평택시 포승읍 만호리 616번지,412202000000000
경기도,평택시,경기도 평택시,(주)정우피앤씨,개별, ,일반,분양,자가,완료신고, ,9,1,0,0,10,파형강관,"철강판(HGI, 포스맥)",소기업,관리지역/계획관리지역/계획관리지역/,공장용지,6600.0,720.0,177.75,897.75, ,24132,강관 제조업,10,경기도 평택시 청북읍 삼계4길 78-52,1,경기도 평택시 청북읍 삼계4길 78-52,경기도 평택시 청북읍 삼계리 150-10번지,412202000000000
경기도,평택시,경기도 평택시,성화 F&C,개별, ,일반,기타,자가,완료신고, ,1,3,11,0,15,철판가공품,SS400,소기업,관리지역/계획관리지역/계획관리지역/기타지역,전,2686.0,1620.0,324.89,1944.89, ,24199,그 외 기타 1차 철강 제조업,10,"경기도 평택시 안현로서9길 164 -17(안중읍, 안중 우림필유 골드154) 101-1003",1,경기도 평택시 청북읍 고렴리 928  외 2필지,경기도 평택시 청북읍 고렴리 928 외 2필지,412202000000000
